path,name,set_id,composer_path,composer_name,composer_gender,desc,sets,scores,scores_paths,piano_scores_paths,contains_piano_track?
"Cowen,_Frederic_Hymen/_/The_Better_Land",The Better Land,5105987,"Cowen,_Frederic_Hymen",Frederic Hymen Cowen,Male,"British pianist, conductor and composer",1,3,"../Lieder/scores/Cowen,_Frederic_Hymen/_/The_Better_Land/lc6484095.mid","../author-profiling-in-symbolic-music/piano scores/Cowen,_Frederic_Hymen/_/The_Better_Land/lc6484095.mid_track_1.mid",True
"Cowen,_Frederic_Hymen/_/The_Better_Land",The Better Land,5105987,"Cowen,_Frederic_Hymen",Frederic Hymen Cowen,Male,"British pianist, conductor and composer",1,3,"../Lieder/scores/Cowen,_Frederic_Hymen/_/The_Better_Land/lc6484095.mid","../author-profiling-in-symbolic-music/piano scores/Cowen,_Frederic_Hymen/_/The_Better_Land/lc6484095.mid_track_2.mid",True
"Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/1_The_Apology",The Apology,5103573,"Davies,_Walford",Walford Davies,Male,British composer,1,8,"../Lieder/scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/1_The_Apology/lc6215563.mid","../author-profiling-in-symbolic-music/piano scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/1_The_Apology/lc6215563.mid_track_4.mid",True
"Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/1_The_Apology",The Apology,5103573,"Davies,_Walford",Walford Davies,Male,British composer,1,8,"../Lieder/scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/1_The_Apology/lc6215563.mid","../author-profiling-in-symbolic-music/piano scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/1_The_Apology/lc6215563.mid_track_5.mid",True
"Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/2_Old_Woman",Old Woman,5103573,"Davies,_Walford",Walford Davies,Male,British composer,1,8,"../Lieder/scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/2_Old_Woman/lc6218722.mid","../author-profiling-in-symbolic-music/piano scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/2_Old_Woman/lc6218722.mid_track_4.mid",True
"Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/2_Old_Woman",Old Woman,5103573,"Davies,_Walford",Walford Davies,Male,British composer,1,8,"../Lieder/scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/2_Old_Woman/lc6218722.mid","../author-profiling-in-symbolic-music/piano scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/2_Old_Woman/lc6218722.mid_track_5.mid",True
"Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/3_A_Tragedy",A Tragedy,5103573,"Davies,_Walford",Walford Davies,Male,British composer,1,8,"../Lieder/scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/3_A_Tragedy/lc6218728.mid","../author-profiling-in-symbolic-music/piano scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/3_A_Tragedy/lc6218728.mid_track_4.mid",True
"Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/3_A_Tragedy",A Tragedy,5103573,"Davies,_Walford",Walford Davies,Male,British composer,1,8,"../Lieder/scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/3_A_Tragedy/lc6218728.mid","../author-profiling-in-symbolic-music/piano scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/3_A_Tragedy/lc6218728.mid_track_5.mid",True
"Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/4_A_little_old_Man",A little old Man,5103573,"Davies,_Walford",Walford Davies,Male,British composer,1,8,"../Lieder/scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/4_A_little_old_Man/lc6218732.mid","../author-profiling-in-symbolic-music/piano scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/4_A_little_old_Man/lc6218732.mid_track_7.mid",True
"Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/4_A_little_old_Man",A little old Man,5103573,"Davies,_Walford",Walford Davies,Male,British composer,1,8,"../Lieder/scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/4_A_little_old_Man/lc6218732.mid","../author-profiling-in-symbolic-music/piano scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/4_A_little_old_Man/lc6218732.mid_track_8.mid",True
"Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/5_The_fly_and_the_humble_bee",The fly and the humble bee,5103573,"Davies,_Walford",Walford Davies,Male,British composer,1,8,"../Lieder/scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/5_The_fly_and_the_humble_bee/lc6218734.mid","../author-profiling-in-symbolic-music/piano scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/5_The_fly_and_the_humble_bee/lc6218734.mid_track_4.mid",True
"Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/5_The_fly_and_the_humble_bee",The fly and the humble bee,5103573,"Davies,_Walford",Walford Davies,Male,British composer,1,8,"../Lieder/scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/5_The_fly_and_the_humble_bee/lc6218734.mid","../author-profiling-in-symbolic-music/piano scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/5_The_fly_and_the_humble_bee/lc6218734.mid_track_5.mid",True
"Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/6_Bless_you",Bless you,5103573,"Davies,_Walford",Walford Davies,Male,British composer,1,8,"../Lieder/scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/6_Bless_you/lc6218737.mid","../author-profiling-in-symbolic-music/piano scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/6_Bless_you/lc6218737.mid_track_4.mid",True
"Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/6_Bless_you",Bless you,5103573,"Davies,_Walford",Walford Davies,Male,British composer,1,8,"../Lieder/scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/6_Bless_you/lc6218737.mid","../author-profiling-in-symbolic-music/piano scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/6_Bless_you/lc6218737.mid_track_5.mid",True
"Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/7_An_old_Cradle_Song",An old Cradle Song,5103573,"Davies,_Walford",Walford Davies,Male,British composer,1,8,"../Lieder/scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/7_An_old_Cradle_Song/lc6218740.mid","../author-profiling-in-symbolic-music/piano scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/7_An_old_Cradle_Song/lc6218740.mid_track_4.mid",True
"Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/7_An_old_Cradle_Song",An old Cradle Song,5103573,"Davies,_Walford",Walford Davies,Male,British composer,1,8,"../Lieder/scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/7_An_old_Cradle_Song/lc6218740.mid","../author-profiling-in-symbolic-music/piano scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/7_An_old_Cradle_Song/lc6218740.mid_track_5.mid",True
"Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/8_O_my_little_sixpence",O my little sixpence,5103573,"Davies,_Walford",Walford Davies,Male,British composer,1,8,"../Lieder/scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/8_O_my_little_sixpence/lc6218743.mid","../author-profiling-in-symbolic-music/piano scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/8_O_my_little_sixpence/lc6218743.mid_track_4.mid",True
"Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/8_O_my_little_sixpence",O my little sixpence,5103573,"Davies,_Walford",Walford Davies,Male,British composer,1,8,"../Lieder/scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/8_O_my_little_sixpence/lc6218743.mid","../author-profiling-in-symbolic-music/piano scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/8_O_my_little_sixpence/lc6218743.mid_track_5.mid",True
"Debussy,_Claude/2_Romances/1_L’âme_évaporée",L’âme évaporée,5110892,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/2_Romances/1_L’âme_évaporée/lc7163829.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/2_Romances/1_L’âme_évaporée/lc7163829.mid_track_1.mid",True
"Debussy,_Claude/2_Romances/1_L’âme_évaporée",L’âme évaporée,5110892,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/2_Romances/1_L’âme_évaporée/lc7163829.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/2_Romances/1_L’âme_évaporée/lc7163829.mid_track_2.mid",True
"Debussy,_Claude/2_Romances/2_Les_cloches",Les cloches,5110892,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/2_Romances/2_Les_cloches/lc7086632.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/2_Romances/2_Les_cloches/lc7086632.mid_track_1.mid",True
"Debussy,_Claude/2_Romances/2_Les_cloches",Les cloches,5110892,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/2_Romances/2_Les_cloches/lc7086632.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/2_Romances/2_Les_cloches/lc7086632.mid_track_2.mid",True
"Debussy,_Claude/Ariettes_oubliées/1_C’est_l’extase_langoureuse",C’est l’extase langoureuse,5060912,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Ariettes_oubliées/1_C’est_l’extase_langoureuse/lc5060910.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Ariettes_oubliées/1_C’est_l’extase_langoureuse/lc5060910.mid_track_1.mid",True
"Debussy,_Claude/Ariettes_oubliées/1_C’est_l’extase_langoureuse",C’est l’extase langoureuse,5060912,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Ariettes_oubliées/1_C’est_l’extase_langoureuse/lc5060910.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Ariettes_oubliées/1_C’est_l’extase_langoureuse/lc5060910.mid_track_2.mid",True
"Debussy,_Claude/Ariettes_oubliées/2_Il_pleure_dans_mon_coeur",Il pleure dans mon coeur,5060912,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Ariettes_oubliées/2_Il_pleure_dans_mon_coeur/lc5060918.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Ariettes_oubliées/2_Il_pleure_dans_mon_coeur/lc5060918.mid_track_1.mid",True
"Debussy,_Claude/Ariettes_oubliées/2_Il_pleure_dans_mon_coeur",Il pleure dans mon coeur,5060912,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Ariettes_oubliées/2_Il_pleure_dans_mon_coeur/lc5060918.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Ariettes_oubliées/2_Il_pleure_dans_mon_coeur/lc5060918.mid_track_2.mid",True
"Debussy,_Claude/Ariettes_oubliées/3_L’ombre_des_arbres",L’ombre des arbres,5060912,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Ariettes_oubliées/3_L’ombre_des_arbres/lc5060924.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Ariettes_oubliées/3_L’ombre_des_arbres/lc5060924.mid_track_1.mid",True
"Debussy,_Claude/Ariettes_oubliées/3_L’ombre_des_arbres",L’ombre des arbres,5060912,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Ariettes_oubliées/3_L’ombre_des_arbres/lc5060924.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Ariettes_oubliées/3_L’ombre_des_arbres/lc5060924.mid_track_2.mid",True
"Debussy,_Claude/Ariettes_oubliées/4_Paysages_belges._Chevaux_de_bois",Paysages belges. Chevaux de bois,5060912,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Ariettes_oubliées/4_Paysages_belges._Chevaux_de_bois/lc5060932.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Ariettes_oubliées/4_Paysages_belges._Chevaux_de_bois/lc5060932.mid_track_1.mid",True
"Debussy,_Claude/Ariettes_oubliées/4_Paysages_belges._Chevaux_de_bois",Paysages belges. Chevaux de bois,5060912,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Ariettes_oubliées/4_Paysages_belges._Chevaux_de_bois/lc5060932.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Ariettes_oubliées/4_Paysages_belges._Chevaux_de_bois/lc5060932.mid_track_2.mid",True
"Debussy,_Claude/Ariettes_oubliées/5_Aquarelles_I._Green",Aquarelles I. Green,5060912,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Ariettes_oubliées/5_Aquarelles_I._Green/lc5060938.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Ariettes_oubliées/5_Aquarelles_I._Green/lc5060938.mid_track_1.mid",True
"Debussy,_Claude/Ariettes_oubliées/5_Aquarelles_I._Green",Aquarelles I. Green,5060912,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Ariettes_oubliées/5_Aquarelles_I._Green/lc5060938.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Ariettes_oubliées/5_Aquarelles_I._Green/lc5060938.mid_track_2.mid",True
"Debussy,_Claude/Ariettes_oubliées/6_Aquarelles_II._Spleen",Aquarelles II. Spleen,5060912,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Ariettes_oubliées/6_Aquarelles_II._Spleen/lc5060943.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Ariettes_oubliées/6_Aquarelles_II._Spleen/lc5060943.mid_track_1.mid",True
"Debussy,_Claude/Ariettes_oubliées/6_Aquarelles_II._Spleen",Aquarelles II. Spleen,5060912,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Ariettes_oubliées/6_Aquarelles_II._Spleen/lc5060943.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Ariettes_oubliées/6_Aquarelles_II._Spleen/lc5060943.mid_track_2.mid",True
"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/1_Le_Balcon",Le Balcon,5060952,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/1_Le_Balcon/lc5060949.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/1_Le_Balcon/lc5060949.mid_track_1.mid",True
"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/1_Le_Balcon",Le Balcon,5060952,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/1_Le_Balcon/lc5060949.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/1_Le_Balcon/lc5060949.mid_track_2.mid",True
"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/2_Harmonie_du_Soir",Harmonie du Soir,5060952,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/2_Harmonie_du_Soir/lc5060961.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/2_Harmonie_du_Soir/lc5060961.mid_track_1.mid",True
"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/2_Harmonie_du_Soir",Harmonie du Soir,5060952,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/2_Harmonie_du_Soir/lc5060961.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/2_Harmonie_du_Soir/lc5060961.mid_track_2.mid",True
"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/3_Le_Jet_d’Eau",Le Jet d’Eau,5060952,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/3_Le_Jet_d’Eau/lc5060972.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/3_Le_Jet_d’Eau/lc5060972.mid_track_1.mid",True
"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/3_Le_Jet_d’Eau",Le Jet d’Eau,5060952,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/3_Le_Jet_d’Eau/lc5060972.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/3_Le_Jet_d’Eau/lc5060972.mid_track_2.mid",True
"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/4_Recueillement",Recueillement,5060952,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/4_Recueillement/lc5060975.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/4_Recueillement/lc5060975.mid_track_1.mid",True
"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/4_Recueillement",Recueillement,5060952,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/4_Recueillement/lc5060975.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/4_Recueillement/lc5060975.mid_track_2.mid",True
"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/5_La_Mort_des_Amants",La Mort des Amants,5060952,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/5_La_Mort_des_Amants/lc5060980.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/5_La_Mort_des_Amants/lc5060980.mid_track_1.mid",True
"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/5_La_Mort_des_Amants",La Mort des Amants,5060952,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/5_La_Mort_des_Amants/lc5060980.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/5_La_Mort_des_Amants/lc5060980.mid_track_2.mid",True
"Debussy,_Claude/Trois_Chansons_de_Bilitis/1_La_flûte_de_Pan",La flûte de Pan,5079444,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Trois_Chansons_de_Bilitis/1_La_flûte_de_Pan/lc5079442.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Trois_Chansons_de_Bilitis/1_La_flûte_de_Pan/lc5079442.mid_track_1.mid",True
"Debussy,_Claude/Trois_Chansons_de_Bilitis/1_La_flûte_de_Pan",La flûte de Pan,5079444,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Trois_Chansons_de_Bilitis/1_La_flûte_de_Pan/lc5079442.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Trois_Chansons_de_Bilitis/1_La_flûte_de_Pan/lc5079442.mid_track_2.mid",True
"Debussy,_Claude/Trois_Chansons_de_Bilitis/2_La_Chevelure",La Chevelure,5079444,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Trois_Chansons_de_Bilitis/2_La_Chevelure/lc5079450.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Trois_Chansons_de_Bilitis/2_La_Chevelure/lc5079450.mid_track_1.mid",True
"Debussy,_Claude/Trois_Chansons_de_Bilitis/2_La_Chevelure",La Chevelure,5079444,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Trois_Chansons_de_Bilitis/2_La_Chevelure/lc5079450.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Trois_Chansons_de_Bilitis/2_La_Chevelure/lc5079450.mid_track_2.mid",True
"Debussy,_Claude/Trois_Chansons_de_Bilitis/3_Le_Tombeau_des_Naïades",Le Tombeau des Naïades,5079444,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Trois_Chansons_de_Bilitis/3_Le_Tombeau_des_Naïades/lc5079459.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Trois_Chansons_de_Bilitis/3_Le_Tombeau_des_Naïades/lc5079459.mid_track_1.mid",True
"Debussy,_Claude/Trois_Chansons_de_Bilitis/3_Le_Tombeau_des_Naïades",Le Tombeau des Naïades,5079444,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Trois_Chansons_de_Bilitis/3_Le_Tombeau_des_Naïades/lc5079459.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Trois_Chansons_de_Bilitis/3_Le_Tombeau_des_Naïades/lc5079459.mid_track_2.mid",True
"Delius,_Frederick/2_Songs,_RT_V16/1_Il_pleure_dans_mon_cœur",Il pleure dans mon cœur,5106276,"Delius,_Frederick",Frederick Delius,Male,English composer,2,6,"../Lieder/scores/Delius,_Frederick/2_Songs,_RT_V16/1_Il_pleure_dans_mon_cœur/lc6510449.mid","../author-profiling-in-symbolic-music/piano scores/Delius,_Frederick/2_Songs,_RT_V16/1_Il_pleure_dans_mon_cœur/lc6510449.mid_track_1.mid",True
"Delius,_Frederick/2_Songs,_RT_V16/1_Il_pleure_dans_mon_cœur",Il pleure dans mon cœur,5106276,"Delius,_Frederick",Frederick Delius,Male,English composer,2,6,"../Lieder/scores/Delius,_Frederick/2_Songs,_RT_V16/1_Il_pleure_dans_mon_cœur/lc6510449.mid","../author-profiling-in-symbolic-music/piano scores/Delius,_Frederick/2_Songs,_RT_V16/1_Il_pleure_dans_mon_cœur/lc6510449.mid_track_2.mid",True
"Delius,_Frederick/2_Songs,_RT_V16/2_Le_ciel_est_par-dessus_le_toit",Le ciel est par-dessus le toit,5106276,"Delius,_Frederick",Frederick Delius,Male,English composer,2,6,"../Lieder/scores/Delius,_Frederick/2_Songs,_RT_V16/2_Le_ciel_est_par-dessus_le_toit/lc6510502.mid","../author-profiling-in-symbolic-music/piano scores/Delius,_Frederick/2_Songs,_RT_V16/2_Le_ciel_est_par-dessus_le_toit/lc6510502.mid_track_1.mid",True
"Delius,_Frederick/2_Songs,_RT_V16/2_Le_ciel_est_par-dessus_le_toit",Le ciel est par-dessus le toit,5106276,"Delius,_Frederick",Frederick Delius,Male,English composer,2,6,"../Lieder/scores/Delius,_Frederick/2_Songs,_RT_V16/2_Le_ciel_est_par-dessus_le_toit/lc6510502.mid","../author-profiling-in-symbolic-music/piano scores/Delius,_Frederick/2_Songs,_RT_V16/2_Le_ciel_est_par-dessus_le_toit/lc6510502.mid_track_2.mid",True
"Delius,_Frederick/4_Old_English_Lyrics/1_It_was_a_Lover_and_His_Lass",It was a Lover and His Lass,5103561,"Delius,_Frederick",Frederick Delius,Male,English composer,2,6,"../Lieder/scores/Delius,_Frederick/4_Old_English_Lyrics/1_It_was_a_Lover_and_His_Lass/lc6230256.mid","../author-profiling-in-symbolic-music/piano scores/Delius,_Frederick/4_Old_English_Lyrics/1_It_was_a_Lover_and_His_Lass/lc6230256.mid_track_1.mid",True
"Delius,_Frederick/4_Old_English_Lyrics/1_It_was_a_Lover_and_His_Lass",It was a Lover and His Lass,5103561,"Delius,_Frederick",Frederick Delius,Male,English composer,2,6,"../Lieder/scores/Delius,_Frederick/4_Old_English_Lyrics/1_It_was_a_Lover_and_His_Lass/lc6230256.mid","../author-profiling-in-symbolic-music/piano scores/Delius,_Frederick/4_Old_English_Lyrics/1_It_was_a_Lover_and_His_Lass/lc6230256.mid_track_2.mid",True
"Delius,_Frederick/4_Old_English_Lyrics/2_So_White,_so_Soft,_so_Sweet_is_She","So White, so Soft, so Sweet is She",5103561,"Delius,_Frederick",Frederick Delius,Male,English composer,2,6,"../Lieder/scores/Delius,_Frederick/4_Old_English_Lyrics/2_So_White,_so_Soft,_so_Sweet_is_She/lc6230258.mid","../author-profiling-in-symbolic-music/piano scores/Delius,_Frederick/4_Old_English_Lyrics/2_So_White,_so_Soft,_so_Sweet_is_She/lc6230258.mid_track_1.mid",True
"Delius,_Frederick/4_Old_English_Lyrics/2_So_White,_so_Soft,_so_Sweet_is_She","So White, so Soft, so Sweet is She",5103561,"Delius,_Frederick",Frederick Delius,Male,English composer,2,6,"../Lieder/scores/Delius,_Frederick/4_Old_English_Lyrics/2_So_White,_so_Soft,_so_Sweet_is_She/lc6230258.mid","../author-profiling-in-symbolic-music/piano scores/Delius,_Frederick/4_Old_English_Lyrics/2_So_White,_so_Soft,_so_Sweet_is_She/lc6230258.mid_track_2.mid",True
"Delius,_Frederick/4_Old_English_Lyrics/3_Spring,_the_Sweet_Spring","Spring, the Sweet Spring",5103561,"Delius,_Frederick",Frederick Delius,Male,English composer,2,6,"../Lieder/scores/Delius,_Frederick/4_Old_English_Lyrics/3_Spring,_the_Sweet_Spring/lc6230260.mid","../author-profiling-in-symbolic-music/piano scores/Delius,_Frederick/4_Old_English_Lyrics/3_Spring,_the_Sweet_Spring/lc6230260.mid_track_1.mid",True
"Delius,_Frederick/4_Old_English_Lyrics/3_Spring,_the_Sweet_Spring","Spring, the Sweet Spring",5103561,"Delius,_Frederick",Frederick Delius,Male,English composer,2,6,"../Lieder/scores/Delius,_Frederick/4_Old_English_Lyrics/3_Spring,_the_Sweet_Spring/lc6230260.mid","../author-profiling-in-symbolic-music/piano scores/Delius,_Frederick/4_Old_English_Lyrics/3_Spring,_the_Sweet_Spring/lc6230260.mid_track_2.mid",True
"Delius,_Frederick/4_Old_English_Lyrics/4_To_Daffodils",To Daffodils,5103561,"Delius,_Frederick",Frederick Delius,Male,English composer,2,6,"../Lieder/scores/Delius,_Frederick/4_Old_English_Lyrics/4_To_Daffodils/lc6230261.mid","../author-profiling-in-symbolic-music/piano scores/Delius,_Frederick/4_Old_English_Lyrics/4_To_Daffodils/lc6230261.mid_track_1.mid",True
"Delius,_Frederick/4_Old_English_Lyrics/4_To_Daffodils",To Daffodils,5103561,"Delius,_Frederick",Frederick Delius,Male,English composer,2,6,"../Lieder/scores/Delius,_Frederick/4_Old_English_Lyrics/4_To_Daffodils/lc6230261.mid","../author-profiling-in-symbolic-music/piano scores/Delius,_Frederick/4_Old_English_Lyrics/4_To_Daffodils/lc6230261.mid_track_2.mid",True
"Duchambge,_Pauline/_/Guitare",Guitare,5106919,"Duchambge,_Pauline",Pauline Duchambge,Female,French composer,1,4,"../Lieder/scores/Duchambge,_Pauline/_/Guitare/lc6592539.mid","../author-profiling-in-symbolic-music/piano scores/Duchambge,_Pauline/_/Guitare/lc6592539.mid_track_1.mid",True
