path,name,set_id,composer_path,composer_name,composer_gender,desc,sets,scores,scores_paths,piano_scores_paths,contains_piano_track?
"Schubert,_Franz/Winterreise,_D.911/09_Irrlicht",Irrlicht,5015409,"Schubert,_Franz",Franz Schubert,Male,Austrian composer,10,88,"../Lieder/scores/Schubert,_Franz/Winterreise,_D.911/09_Irrlicht/lc5023438.mid","../author-profiling-in-symbolic-music/piano scores/Schubert,_Franz/Winterreise,_D.911/09_Irrlicht/lc5023438.mid_track_1.mid",True
"Schubert,_Franz/Op.59/3_Du_bist_die_Ruh",Du bist die Ruh,5032890,"Schubert,_Franz",Franz Schubert,Male,Austrian composer,10,88,"../Lieder/scores/Schubert,_Franz/Op.59/3_Du_bist_die_Ruh/lc4919879.mid","../author-profiling-in-symbolic-music/piano scores/Schubert,_Franz/Op.59/3_Du_bist_die_Ruh/lc4919879.mid_track_2.mid",True
"Webern,_Anton/5_Lieder_aus_“Der_siebente_Ring”,_Op.3/2_Im_Windesweben",Im Windesweben,5108199,"Webern,_Anton",Anton Webern,Male,Austrian composer and conductor,2,10,"../Lieder/scores/Webern,_Anton/5_Lieder_aus_“Der_siebente_Ring”,_Op.3/2_Im_Windesweben/lc6715339.mid","../author-profiling-in-symbolic-music/piano scores/Webern,_Anton/5_Lieder_aus_“Der_siebente_Ring”,_Op.3/2_Im_Windesweben/lc6715339.mid_track_2.mid",True
"Greger,_Luise/Lieder,_Op.125/2_Es_duften_süss_die_Linden",Es duften süss die Linden,5103369,"Greger,_Luise",Luise Greger,Female,German composer and pianist,4,9,"../Lieder/scores/Greger,_Luise/Lieder,_Op.125/2_Es_duften_süss_die_Linden/lc6171433.mid","../author-profiling-in-symbolic-music/piano scores/Greger,_Luise/Lieder,_Op.125/2_Es_duften_süss_die_Linden/lc6171433.mid_track_1.mid",True
"Schubert,_Franz/Op.52/7_Lied_des_gefangenen_Jägers,_D.843","Lied des gefangenen Jägers, D.843",5103429,"Schubert,_Franz",Franz Schubert,Male,Austrian composer,10,88,"../Lieder/scores/Schubert,_Franz/Op.52/7_Lied_des_gefangenen_Jägers,_D.843/lc6389071.mid","../author-profiling-in-symbolic-music/piano scores/Schubert,_Franz/Op.52/7_Lied_des_gefangenen_Jägers,_D.843/lc6389071.mid_track_1.mid",True
"Lang,_Josephine/6_Deutsche_Lieder,_Op.11/4_Abschied",Abschied,5106652,"Lang,_Josephine",Josephine Lang,Female,German composer,12,52,"../Lieder/scores/Lang,_Josephine/6_Deutsche_Lieder,_Op.11/4_Abschied/lc6577426.mid","../author-profiling-in-symbolic-music/piano scores/Lang,_Josephine/6_Deutsche_Lieder,_Op.11/4_Abschied/lc6577426.mid_track_1.mid",True
"Fauré,_Gabriel/4_Songs,_Op.51/4_La_rose",La rose,5102376,"Fauré,_Gabriel",Gabriel Fauré,Male,"French composer, organist, pianist and teacher",3,12,"../Lieder/scores/Fauré,_Gabriel/4_Songs,_Op.51/4_La_rose/lc6138105.mid","../author-profiling-in-symbolic-music/piano scores/Fauré,_Gabriel/4_Songs,_Op.51/4_La_rose/lc6138105.mid_track_1.mid",True
"Barns,_Ethel/_/Sleep,_Weary_Heart","Sleep, Weary Heart",5106884,"Barns,_Ethel",Ethel Barns,Female,British composer and violinist,1,1,"../Lieder/scores/Barns,_Ethel/_/Sleep,_Weary_Heart/lc6586696.mid","../author-profiling-in-symbolic-music/piano scores/Barns,_Ethel/_/Sleep,_Weary_Heart/lc6586696.mid_track_2.mid",True
"Duchambge,_Pauline/_/Le_matelot",Le matelot,5106919,"Duchambge,_Pauline",Pauline Duchambge,Female,French composer,1,4,"../Lieder/scores/Duchambge,_Pauline/_/Le_matelot/lc6592662.mid","../author-profiling-in-symbolic-music/piano scores/Duchambge,_Pauline/_/Le_matelot/lc6592662.mid_track_2.mid",True
"Butterworth,_George/Bredon_Hill_and_Other_Songs/4_On_the_Idle_Hill_of_Summer",On the Idle Hill of Summer,5103551,"Butterworth,_George",George Butterworth,Male,English composer,3,12,"../Lieder/scores/Butterworth,_George/Bredon_Hill_and_Other_Songs/4_On_the_Idle_Hill_of_Summer/lc6379527.mid","../author-profiling-in-symbolic-music/piano scores/Butterworth,_George/Bredon_Hill_and_Other_Songs/4_On_the_Idle_Hill_of_Summer/lc6379527.mid_track_1.mid",True
"Mackenzie,_Alexander/Spring_Songs,_Op.44/3_Spring’s_Secrets",Spring’s Secrets,5105998,"Mackenzie,_Alexander",Alexander Mackenzie,Male,Scottish conductor and composer,3,8,"../Lieder/scores/Mackenzie,_Alexander/Spring_Songs,_Op.44/3_Spring’s_Secrets/lc6505652.mid","../author-profiling-in-symbolic-music/piano scores/Mackenzie,_Alexander/Spring_Songs,_Op.44/3_Spring’s_Secrets/lc6505652.mid_track_1.mid",True
"Mendelssohn,_Felix/6_Duets,_Op.63/1_Ich_wollt’,_meine_Lieb’_ergösse_sich,_MWV_J_5","Ich wollt’, meine Lieb’ ergösse sich, MWV J 5",5110262,"Mendelssohn,_Felix",Felix Mendelssohn,Male,"German composer, pianist, organist and conductor of Jewish descent",2,12,"../Lieder/scores/Mendelssohn,_Felix/6_Duets,_Op.63/1_Ich_wollt’,_meine_Lieb’_ergösse_sich,_MWV_J_5/lc7074684.mid","../author-profiling-in-symbolic-music/piano scores/Mendelssohn,_Felix/6_Duets,_Op.63/1_Ich_wollt’,_meine_Lieb’_ergösse_sich,_MWV_J_5/lc7074684.mid_track_2.mid",True
"Schumann,_Robert/Dichterliebe,_Op.48/15_Aus_alten_Märchen_winkt_es",Aus alten Märchen winkt es,5003152,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Dichterliebe,_Op.48/15_Aus_alten_Märchen_winkt_es/lc4978398.mid","../author-profiling-in-symbolic-music/piano scores/Schumann,_Robert/Dichterliebe,_Op.48/15_Aus_alten_Märchen_winkt_es/lc4978398.mid_track_2.mid",True
"Faltis,_Evelyn/Lieder_fernen_Gedenkens,_Op._posth/3_Sprich",Sprich,5106920,"Faltis,_Evelyn",Evelyn Faltis,Female,Bohemian composer,1,4,"../Lieder/scores/Faltis,_Evelyn/Lieder_fernen_Gedenkens,_Op._posth/3_Sprich/lc6598231.mid","../author-profiling-in-symbolic-music/piano scores/Faltis,_Evelyn/Lieder_fernen_Gedenkens,_Op._posth/3_Sprich/lc6598231.mid_track_2.mid",True
"Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/6_Süsser_Freund,_du_blickest","Süsser Freund, du blickest",5016693,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/6_Süsser_Freund,_du_blickest/lc4978494.mid","../author-profiling-in-symbolic-music/piano scores/Schumann,_Robert/Frauenliebe_und_Leben,_Op.42/6_Süsser_Freund,_du_blickest/lc4978494.mid_track_2.mid",True
"Chausson,_Ernest/Serres_chaudes,_Op.24/5_Oraison",Oraison,5057842,"Chausson,_Ernest",Ernest Chausson,Male,French composer,2,12,"../Lieder/scores/Chausson,_Ernest/Serres_chaudes,_Op.24/5_Oraison/lc5057849.mid","../author-profiling-in-symbolic-music/piano scores/Chausson,_Ernest/Serres_chaudes,_Op.24/5_Oraison/lc5057849.mid_track_2.mid",True
"Lang,_Josephine/6_Deutsche_Lieder,_Op.11/3_Frühlings-Ahnung",Frühlings-Ahnung,5106652,"Lang,_Josephine",Josephine Lang,Female,German composer,12,52,"../Lieder/scores/Lang,_Josephine/6_Deutsche_Lieder,_Op.11/3_Frühlings-Ahnung/lc6577241.mid","../author-profiling-in-symbolic-music/piano scores/Lang,_Josephine/6_Deutsche_Lieder,_Op.11/3_Frühlings-Ahnung/lc6577241.mid_track_2.mid",True
"Warlock,_Peter/Peterisms,_Set_1/1_Chopcherry",Chopcherry,5103529,"Warlock,_Peter",Peter Warlock,Male,British composer and music critic,4,22,"../Lieder/scores/Warlock,_Peter/Peterisms,_Set_1/1_Chopcherry/lc6447286.mid","../author-profiling-in-symbolic-music/piano scores/Warlock,_Peter/Peterisms,_Set_1/1_Chopcherry/lc6447286.mid_track_1.mid",True
"Schubert,_Franz/_/Himmelsfunken,_D.651","Himmelsfunken, D.651",5101602,"Schubert,_Franz",Franz Schubert,Male,Austrian composer,10,88,"../Lieder/scores/Schubert,_Franz/_/Himmelsfunken,_D.651/lc6834411.mid","../author-profiling-in-symbolic-music/piano scores/Schubert,_Franz/_/Himmelsfunken,_D.651/lc6834411.mid_track_2.mid",True
"Viardot,_Pauline/_/Désespoir,_VWV_1138","Désespoir, VWV 1138",5106660,"Viardot,_Pauline",Pauline Viardot,Female,French mezzo-soprano and composer,3,21,"../Lieder/scores/Viardot,_Pauline/_/Désespoir,_VWV_1138/lc6574450.mid","../author-profiling-in-symbolic-music/piano scores/Viardot,_Pauline/_/Désespoir,_VWV_1138/lc6574450.mid_track_1.mid",True
"Brahms,_Johannes/5_Poems,_Op.19/2_Scheiden_und_Meiden",Scheiden und Meiden,5069034,"Brahms,_Johannes",Johannes Brahms,Male,German composer and pianist,18,110,"../Lieder/scores/Brahms,_Johannes/5_Poems,_Op.19/2_Scheiden_und_Meiden/lc5069028.mid","../author-profiling-in-symbolic-music/piano scores/Brahms,_Johannes/5_Poems,_Op.19/2_Scheiden_und_Meiden/lc5069028.mid_track_1.mid",True
"Fauré,_Gabriel/4_Songs,_Op.51/2_Au_cimetière",Au cimetière,5102376,"Fauré,_Gabriel",Gabriel Fauré,Male,"French composer, organist, pianist and teacher",3,12,"../Lieder/scores/Fauré,_Gabriel/4_Songs,_Op.51/2_Au_cimetière/lc6137985.mid","../author-profiling-in-symbolic-music/piano scores/Fauré,_Gabriel/4_Songs,_Op.51/2_Au_cimetière/lc6137985.mid_track_1.mid",True
"Netzel,_Laura/3_Lieder,_Op.44/1_Lied",Lied,5107692,"Netzel,_Laura",Laura Netzel,Female,"Swedish composer, pianist, conductor",2,7,"../Lieder/scores/Netzel,_Laura/3_Lieder,_Op.44/1_Lied/lc6660019.mid","../author-profiling-in-symbolic-music/piano scores/Netzel,_Laura/3_Lieder,_Op.44/1_Lied/lc6660019.mid_track_2.mid",True
"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/2_Harmonie_du_Soir",Harmonie du Soir,5060952,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/2_Harmonie_du_Soir/lc5060961.mid","../author-profiling-in-symbolic-music/piano scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/2_Harmonie_du_Soir/lc5060961.mid_track_2.mid",True
"Gray,_Louisa/_/After_so_long",After so long,5107149,"Gray,_Louisa",Louisa Gray,Female,Composer of songs,1,7,"../Lieder/scores/Gray,_Louisa/_/After_so_long/lc6617407.mid","../author-profiling-in-symbolic-music/piano scores/Gray,_Louisa/_/After_so_long/lc6617407.mid_track_1.mid",True
"Schröter,_Corona/25_Lieder/13_Brautlied",Brautlied,5102093,"Schröter,_Corona",Corona Schröter,Female,German musician and singer,1,25,"../Lieder/scores/Schröter,_Corona/25_Lieder/13_Brautlied/lc6045936.mid","../author-profiling-in-symbolic-music/piano scores/Schröter,_Corona/25_Lieder/13_Brautlied/lc6045936.mid_track_1.mid",True
"Lehmann,_Liza/Bird_Songs/5_The_Owl",The Owl,5103535,"Lehmann,_Liza",Liza Lehmann,Female,English operatic soprano and composer,5,29,"../Lieder/scores/Lehmann,_Liza/Bird_Songs/5_The_Owl/lc6424314.mid","../author-profiling-in-symbolic-music/piano scores/Lehmann,_Liza/Bird_Songs/5_The_Owl/lc6424314.mid_track_2.mid",True
"Holmès,_Augusta_Mary_Anne/Contes_divins/1_L’aubépine_de_Saint_Patrick",L’aubépine de Saint Patrick,5101200,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/Contes_divins/1_L’aubépine_de_Saint_Patrick/lc5903060.mid","../author-profiling-in-symbolic-music/piano scores/Holmès,_Augusta_Mary_Anne/Contes_divins/1_L’aubépine_de_Saint_Patrick/lc5903060.mid_track_3.mid",True
"Lang,_Josephine/6_Lieder,_Op.10/4_Im_Frühling",Im Frühling,5096906,"Lang,_Josephine",Josephine Lang,Female,German composer,12,52,"../Lieder/scores/Lang,_Josephine/6_Lieder,_Op.10/4_Im_Frühling/lc6071196.mid","../author-profiling-in-symbolic-music/piano scores/Lang,_Josephine/6_Lieder,_Op.10/4_Im_Frühling/lc6071196.mid_track_1.mid",True
"Schumann,_Clara/6_Lieder,_Op.23/2_An_einem_lichten_Morgen",An einem lichten Morgen,5097034,"Schumann,_Clara",Clara Wieck,Female,German musician and composer,4,17,"../Lieder/scores/Schumann,_Clara/6_Lieder,_Op.23/2_An_einem_lichten_Morgen/lc5133773.mid","../author-profiling-in-symbolic-music/piano scores/Schumann,_Clara/6_Lieder,_Op.23/2_An_einem_lichten_Morgen/lc5133773.mid_track_1.mid",True
"Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/5_Himmel_und_Erde",Himmel und Erde,5109332,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/5_Himmel_und_Erde/lc6985082.mid","../author-profiling-in-symbolic-music/piano scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/5_Himmel_und_Erde/lc6985082.mid_track_2.mid",True
"Schröter,_Corona/25_Lieder/02_Aufmunterung_zur_Freude",Aufmunterung zur Freude,5102093,"Schröter,_Corona",Corona Schröter,Female,German musician and singer,1,25,"../Lieder/scores/Schröter,_Corona/25_Lieder/02_Aufmunterung_zur_Freude/lc6017336.mid","../author-profiling-in-symbolic-music/piano scores/Schröter,_Corona/25_Lieder/02_Aufmunterung_zur_Freude/lc6017336.mid_track_2.mid",True
"Gonzaga,_Chiquinha/_/Fado_das_tricanas_de_Coimbra",Fado das tricanas de Coimbra,5107147,"Gonzaga,_Chiquinha",Chiquinha Gonzaga,Female,Brazilian musician and composer,1,12,"../Lieder/scores/Gonzaga,_Chiquinha/_/Fado_das_tricanas_de_Coimbra/lc6611337.mid","../author-profiling-in-symbolic-music/piano scores/Gonzaga,_Chiquinha/_/Fado_das_tricanas_de_Coimbra/lc6611337.mid_track_2.mid",True
"Wolf,_Hugo/Eichendorff-Lieder/04_Das_Ständchen",Das Ständchen,5013942,"Wolf,_Hugo",Hugo Wolf,Male,Austrian composer,3,22,"../Lieder/scores/Wolf,_Hugo/Eichendorff-Lieder/04_Das_Ständchen/lc5024834.mid","../author-profiling-in-symbolic-music/piano scores/Wolf,_Hugo/Eichendorff-Lieder/04_Das_Ständchen/lc5024834.mid_track_1.mid",True
"Burleigh,_Harry_Thacker/_/Go_down,_Moses","Go down, Moses",5104072,"Burleigh,_Harry_Thacker",Harry T. Burleigh,Male,"American composer, arranger, and baritone",2,8,"../Lieder/scores/Burleigh,_Harry_Thacker/_/Go_down,_Moses/lc6351349.mid","../author-profiling-in-symbolic-music/piano scores/Burleigh,_Harry_Thacker/_/Go_down,_Moses/lc6351349.mid_track_2.mid",True
"Parry,_Hubert/English_Lyrics_(1st_Set)/3_Where_shall_the_lover_rest",Where shall the lover rest,5105656,"Parry,_Hubert",Hubert Parry,Male,British composer and musicologist,4,8,"../Lieder/scores/Parry,_Hubert/English_Lyrics_(1st_Set)/3_Where_shall_the_lover_rest/lc6425416.mid","../author-profiling-in-symbolic-music/piano scores/Parry,_Hubert/English_Lyrics_(1st_Set)/3_Where_shall_the_lover_rest/lc6425416.mid_track_1.mid",True
"Lang,_Josephine/3_Lieder,_Op.36/2_Rausche,_rausche,_froher_Bach!","Rausche, rausche, froher Bach!",5102907,"Lang,_Josephine",Josephine Lang,Female,German composer,12,52,"../Lieder/scores/Lang,_Josephine/3_Lieder,_Op.36/2_Rausche,_rausche,_froher_Bach!/lc6114679.mid","../author-profiling-in-symbolic-music/piano scores/Lang,_Josephine/3_Lieder,_Op.36/2_Rausche,_rausche,_froher_Bach!/lc6114679.mid_track_2.mid",True
"Wolf,_Hugo/Eichendorff-Lieder/14_Der_verzweifelte_Liebhaber",Der verzweifelte Liebhaber,5013942,"Wolf,_Hugo",Hugo Wolf,Male,Austrian composer,3,22,"../Lieder/scores/Wolf,_Hugo/Eichendorff-Lieder/14_Der_verzweifelte_Liebhaber/lc5052714.mid","../author-profiling-in-symbolic-music/piano scores/Wolf,_Hugo/Eichendorff-Lieder/14_Der_verzweifelte_Liebhaber/lc5052714.mid_track_1.mid",True
"Butterworth,_George/Bredon_Hill_and_Other_Songs/1_Bredon_Hill",Bredon Hill,5103551,"Butterworth,_George",George Butterworth,Male,English composer,3,12,"../Lieder/scores/Butterworth,_George/Bredon_Hill_and_Other_Songs/1_Bredon_Hill/lc6377942.mid","../author-profiling-in-symbolic-music/piano scores/Butterworth,_George/Bredon_Hill_and_Other_Songs/1_Bredon_Hill/lc6377942.mid_track_2.mid",True
"Schröter,_Corona/25_Lieder/11_Das_Mädchen_am_Ufer",Das Mädchen am Ufer,5102093,"Schröter,_Corona",Corona Schröter,Female,German musician and singer,1,25,"../Lieder/scores/Schröter,_Corona/25_Lieder/11_Das_Mädchen_am_Ufer/lc6111180.mid","../author-profiling-in-symbolic-music/piano scores/Schröter,_Corona/25_Lieder/11_Das_Mädchen_am_Ufer/lc6111180.mid_track_2.mid",True
"Mendelssohn,_Felix/6_Duets,_Op.63/3_Gruss,_MWV_J_8","Gruss, MWV J 8",5110262,"Mendelssohn,_Felix",Felix Mendelssohn,Male,"German composer, pianist, organist and conductor of Jewish descent",2,12,"../Lieder/scores/Mendelssohn,_Felix/6_Duets,_Op.63/3_Gruss,_MWV_J_8/lc7163985.mid","../author-profiling-in-symbolic-music/piano scores/Mendelssohn,_Felix/6_Duets,_Op.63/3_Gruss,_MWV_J_8/lc7163985.mid_track_3.mid",True
"Delius,_Frederick/4_Old_English_Lyrics/3_Spring,_the_Sweet_Spring","Spring, the Sweet Spring",5103561,"Delius,_Frederick",Frederick Delius,Male,English composer,2,6,"../Lieder/scores/Delius,_Frederick/4_Old_English_Lyrics/3_Spring,_the_Sweet_Spring/lc6230260.mid","../author-profiling-in-symbolic-music/piano scores/Delius,_Frederick/4_Old_English_Lyrics/3_Spring,_the_Sweet_Spring/lc6230260.mid_track_1.mid",True
"Mendelssohn,_Felix/6_Gesänge,_Op.86/2_Morgenlied,_MWV_K_123","Morgenlied, MWV K 123",5110240,"Mendelssohn,_Felix",Felix Mendelssohn,Male,"German composer, pianist, organist and conductor of Jewish descent",2,12,"../Lieder/scores/Mendelssohn,_Felix/6_Gesänge,_Op.86/2_Morgenlied,_MWV_K_123/lc6989204.mid","../author-profiling-in-symbolic-music/piano scores/Mendelssohn,_Felix/6_Gesänge,_Op.86/2_Morgenlied,_MWV_K_123/lc6989204.mid_track_1.mid",True
"Schubert,_Franz/Op.59/3_Du_bist_die_Ruh",Du bist die Ruh,5032890,"Schubert,_Franz",Franz Schubert,Male,Austrian composer,10,88,"../Lieder/scores/Schubert,_Franz/Op.59/3_Du_bist_die_Ruh/lc4919879.mid","../author-profiling-in-symbolic-music/piano scores/Schubert,_Franz/Op.59/3_Du_bist_die_Ruh/lc4919879.mid_track_1.mid",True
"Webern,_Anton/5_Lieder_nach_Gedichten_von_Stefan_George,_Op.4/5_Ihr_tratet_zu_dem_Herde",Ihr tratet zu dem Herde,5108200,"Webern,_Anton",Anton Webern,Male,Austrian composer and conductor,2,10,"../Lieder/scores/Webern,_Anton/5_Lieder_nach_Gedichten_von_Stefan_George,_Op.4/5_Ihr_tratet_zu_dem_Herde/lc6726319.mid","../author-profiling-in-symbolic-music/piano scores/Webern,_Anton/5_Lieder_nach_Gedichten_von_Stefan_George,_Op.4/5_Ihr_tratet_zu_dem_Herde/lc6726319.mid_track_2.mid",True
"Wolf,_Hugo/Eichendorff-Lieder/10_Der_Glücksritter",Der Glücksritter,5013942,"Wolf,_Hugo",Hugo Wolf,Male,Austrian composer,3,22,"../Lieder/scores/Wolf,_Hugo/Eichendorff-Lieder/10_Der_Glücksritter/lc5032950.mid","../author-profiling-in-symbolic-music/piano scores/Wolf,_Hugo/Eichendorff-Lieder/10_Der_Glücksritter/lc5032950.mid_track_2.mid",True
"Coleridge-Taylor,_Samuel/6_Sorrow_Songs,_Op.57/6_Too_late_for_love",Too late for love,5103497,"Coleridge-Taylor,_Samuel",Samuel Coleridge-Taylor,Male,English composer and conductor,2,8,"../Lieder/scores/Coleridge-Taylor,_Samuel/6_Sorrow_Songs,_Op.57/6_Too_late_for_love/lc6189616.mid","../author-profiling-in-symbolic-music/piano scores/Coleridge-Taylor,_Samuel/6_Sorrow_Songs,_Op.57/6_Too_late_for_love/lc6189616.mid_track_1.mid",True
"Schumann,_Robert/Dichterliebe,_Op.48/16_Die_alten,_bösen_Lieder","Die alten, bösen Lieder",5003152,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Dichterliebe,_Op.48/16_Die_alten,_bösen_Lieder/lc4978400.mid","../author-profiling-in-symbolic-music/piano scores/Schumann,_Robert/Dichterliebe,_Op.48/16_Die_alten,_bösen_Lieder/lc4978400.mid_track_1.mid",True
"Lang,_Josephine/3_Lieder,_Op.23/1_In_Welschland",In Welschland,5102015,"Lang,_Josephine",Josephine Lang,Female,German composer,12,52,"../Lieder/scores/Lang,_Josephine/3_Lieder,_Op.23/1_In_Welschland/lc6009685.mid","../author-profiling-in-symbolic-music/piano scores/Lang,_Josephine/3_Lieder,_Op.23/1_In_Welschland/lc6009685.mid_track_2.mid",True
"Holmès,_Augusta_Mary_Anne/20_Mélodies/15_Pareil_à_la_mer_profonde",Pareil à la mer profonde,5001717,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/20_Mélodies/15_Pareil_à_la_mer_profonde/lc5986508.mid","../author-profiling-in-symbolic-music/piano scores/Holmès,_Augusta_Mary_Anne/20_Mélodies/15_Pareil_à_la_mer_profonde/lc5986508.mid_track_1.mid",True
"Cowen,_Frederic_Hymen/_/Hail!",Hail!,5105987,"Cowen,_Frederic_Hymen",Frederic Hymen Cowen,Male,"British pianist, conductor and composer",1,3,"../Lieder/scores/Cowen,_Frederic_Hymen/_/Hail!/lc6482928.mid","../author-profiling-in-symbolic-music/piano scores/Cowen,_Frederic_Hymen/_/Hail!/lc6482928.mid_track_1.mid",True
"Lang,_Josephine/3_Lieder,_Op.36/1_Es_sang_vor_langen_Jahren_wohl_auch_die_Nachtigall",Es sang vor langen Jahren wohl auch die Nachtigall,5102907,"Lang,_Josephine",Josephine Lang,Female,German composer,12,52,"../Lieder/scores/Lang,_Josephine/3_Lieder,_Op.36/1_Es_sang_vor_langen_Jahren_wohl_auch_die_Nachtigall/lc6112984.mid","../author-profiling-in-symbolic-music/piano scores/Lang,_Josephine/3_Lieder,_Op.36/1_Es_sang_vor_langen_Jahren_wohl_auch_die_Nachtigall/lc6112984.mid_track_1.mid",True
"Gonzaga,_Chiquinha/_/Trigueira",Trigueira,5107147,"Gonzaga,_Chiquinha",Chiquinha Gonzaga,Female,Brazilian musician and composer,1,12,"../Lieder/scores/Gonzaga,_Chiquinha/_/Trigueira/lc6611874.mid","../author-profiling-in-symbolic-music/piano scores/Gonzaga,_Chiquinha/_/Trigueira/lc6611874.mid_track_1.mid",True
"Lehmann,_Liza/Songs_of_Love_and_Spring/02_When_Young_Love_Comes_Knocking",When Young Love Comes Knocking,5106656,"Lehmann,_Liza",Liza Lehmann,Female,English operatic soprano and composer,5,29,"../Lieder/scores/Lehmann,_Liza/Songs_of_Love_and_Spring/02_When_Young_Love_Comes_Knocking/lc6758594.mid","../author-profiling-in-symbolic-music/piano scores/Lehmann,_Liza/Songs_of_Love_and_Spring/02_When_Young_Love_Comes_Knocking/lc6758594.mid_track_1.mid",True
"Bishop,_Henry/_/Home,_Sweet_Home","Home, Sweet Home",5105780,"Bishop,_Henry",Henry Bishop,Male,British composer,1,2,"../Lieder/scores/Bishop,_Henry/_/Home,_Sweet_Home/lc6486038.mid","../author-profiling-in-symbolic-music/piano scores/Bishop,_Henry/_/Home,_Sweet_Home/lc6486038.mid_track_4.mid",True
"Fauré,_Gabriel/Cinq_Mélodies,_Op.58/2_En_sourdine",En sourdine,5099424,"Fauré,_Gabriel",Gabriel Fauré,Male,"French composer, organist, pianist and teacher",3,12,"../Lieder/scores/Fauré,_Gabriel/Cinq_Mélodies,_Op.58/2_En_sourdine/lc5626070.mid","../author-profiling-in-symbolic-music/piano scores/Fauré,_Gabriel/Cinq_Mélodies,_Op.58/2_En_sourdine/lc5626070.mid_track_2.mid",True
"Parry,_Hubert/3_Songs,_Op.12/1_The_Poet‘s_Song",The Poet‘s Song,5103545,"Parry,_Hubert",Hubert Parry,Male,British composer and musicologist,4,8,"../Lieder/scores/Parry,_Hubert/3_Songs,_Op.12/1_The_Poet‘s_Song/lc6434272.mid","../author-profiling-in-symbolic-music/piano scores/Parry,_Hubert/3_Songs,_Op.12/1_The_Poet‘s_Song/lc6434272.mid_track_2.mid",True
"Holmès,_Augusta_Mary_Anne/20_Mélodies/16_La_princesse_sans_cœur",La princesse sans cœur,5001717,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/20_Mélodies/16_La_princesse_sans_cœur/lc5986322.mid","../author-profiling-in-symbolic-music/piano scores/Holmès,_Augusta_Mary_Anne/20_Mélodies/16_La_princesse_sans_cœur/lc5986322.mid_track_1.mid",True
"Butterworth,_George/6_Songs_from_A_Shropshire_Lad/2_When_I_was_one_and_twenty",When I was one and twenty,5103550,"Butterworth,_George",George Butterworth,Male,English composer,3,12,"../Lieder/scores/Butterworth,_George/6_Songs_from_A_Shropshire_Lad/2_When_I_was_one_and_twenty/lc6214844.mid","../author-profiling-in-symbolic-music/piano scores/Butterworth,_George/6_Songs_from_A_Shropshire_Lad/2_When_I_was_one_and_twenty/lc6214844.mid_track_2.mid",True
"Chausson,_Ernest/7_Mélodies,_Op.2/2_Le_Charme",Le Charme,5077648,"Chausson,_Ernest",Ernest Chausson,Male,French composer,2,12,"../Lieder/scores/Chausson,_Ernest/7_Mélodies,_Op.2/2_Le_Charme/lc5077651.mid","../author-profiling-in-symbolic-music/piano scores/Chausson,_Ernest/7_Mélodies,_Op.2/2_Le_Charme/lc5077651.mid_track_2.mid",True
"Schröter,_Corona/25_Lieder/13_Brautlied",Brautlied,5102093,"Schröter,_Corona",Corona Schröter,Female,German musician and singer,1,25,"../Lieder/scores/Schröter,_Corona/25_Lieder/13_Brautlied/lc6045936.mid","../author-profiling-in-symbolic-music/piano scores/Schröter,_Corona/25_Lieder/13_Brautlied/lc6045936.mid_track_2.mid",True
"Grandval,_Clémence_de/_/Les_lucioles",Les lucioles,5104018,"Grandval,_Clémence_de",Clémence de Grandval,Female,French composer,3,13,"../Lieder/scores/Grandval,_Clémence_de/_/Les_lucioles/lc6626192.mid","../author-profiling-in-symbolic-music/piano scores/Grandval,_Clémence_de/_/Les_lucioles/lc6626192.mid_track_1.mid",True
"Gonzaga,_Chiquinha/_/Feijoada_do_Brasil",Feijoada do Brasil,5107147,"Gonzaga,_Chiquinha",Chiquinha Gonzaga,Female,Brazilian musician and composer,1,12,"../Lieder/scores/Gonzaga,_Chiquinha/_/Feijoada_do_Brasil/lc6611543.mid","../author-profiling-in-symbolic-music/piano scores/Gonzaga,_Chiquinha/_/Feijoada_do_Brasil/lc6611543.mid_track_2.mid",True
