path,name,set_id,composer_path,composer_name,composer_gender,desc,sets,scores,scores_paths,track_names,contains_piano_track?,voice_paths,voice_type0_paths
"Strauss,_Richard/4_Lieder,_Op.27/3_Heimliche_Aufforderung",Heimliche Aufforderung,5102996,"Strauss,_Richard",Richard Strauss,Male,German composer and orchestra director,1,4,"../Lieder/scores/Strauss,_Richard/4_Lieder,_Op.27/3_Heimliche_Aufforderung/lc6199576.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Strauss,_Richard/4_Lieder,_Op.27/3_Heimliche_Aufforderung/lc6199576.mid_voice.mid']","../../author-profiling/train data/voice scores/Strauss,_Richard/4_Lieder,_Op.27/3_Heimliche_Aufforderung/lc6199576.mid_voice_type0.mid"
"Schubert,_Franz/Die_schöne_Müllerin,_D.795/12_Pause",Pause,5004732,"Schubert,_Franz",Franz Schubert,Male,Austrian composer,10,88,"../Lieder/scores/Schubert,_Franz/Die_schöne_Müllerin,_D.795/12_Pause/lc4985946.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schubert,_Franz/Die_schöne_Müllerin,_D.795/12_Pause/lc4985946.mid_voice.mid']","../../author-profiling/train data/voice scores/Schubert,_Franz/Die_schöne_Müllerin,_D.795/12_Pause/lc4985946.mid_voice_type0.mid"
"Gounod,_Charles/6_Mélodies/4_Chant_d’automne",Chant d’automne,5079369,"Gounod,_Charles",Charles Gounod,Male,French composer,1,6,"../Lieder/scores/Gounod,_Charles/6_Mélodies/4_Chant_d’automne/lc5079391.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Gounod,_Charles/6_Mélodies/4_Chant_d’automne/lc5079391.mid_voice.mid']","../../author-profiling/train data/voice scores/Gounod,_Charles/6_Mélodies/4_Chant_d’automne/lc5079391.mid_voice_type0.mid"
"Haydn,_Joseph/10_Canzonets/09_She_never_told_her_love,_Hob.XXVIa34","She never told her love, Hob.XXVIa:34",5105779,"Haydn,_Joseph",Joseph Haydn,Male,Austrian composer,1,10,"../Lieder/scores/Haydn,_Joseph/10_Canzonets/09_She_never_told_her_love,_Hob.XXVIa34/lc6474469.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Haydn,_Joseph/10_Canzonets/09_She_never_told_her_love,_Hob.XXVIa34/lc6474469.mid_voice.mid']","../../author-profiling/train data/voice scores/Haydn,_Joseph/10_Canzonets/09_She_never_told_her_love,_Hob.XXVIa34/lc6474469.mid_voice_type0.mid"
"Jaëll,_Marie/4_Mélodies/3_Les_petits_oiseaux",Les petits oiseaux,5100858,"Jaëll,_Marie",Marie Jaëll,Female,French composer,3,17,"../Lieder/scores/Jaëll,_Marie/4_Mélodies/3_Les_petits_oiseaux/lc5840072.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Jaëll,_Marie/4_Mélodies/3_Les_petits_oiseaux/lc5840072.mid_voice.mid']","../../author-profiling/train data/voice scores/Jaëll,_Marie/4_Mélodies/3_Les_petits_oiseaux/lc5840072.mid_voice_type0.mid"
"Elgar,_Edward/7_Lieder/1_Like_to_the_Damask_Rose",Like to the Damask Rose,5103577,"Elgar,_Edward",Edward Elgar,Male,English composer,3,10,"../Lieder/scores/Elgar,_Edward/7_Lieder/1_Like_to_the_Damask_Rose/lc6236149.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Elgar,_Edward/7_Lieder/1_Like_to_the_Damask_Rose/lc6236149.mid_voice.mid']","../../author-profiling/train data/voice scores/Elgar,_Edward/7_Lieder/1_Like_to_the_Damask_Rose/lc6236149.mid_voice_type0.mid"
"Kinkel,_Johanna/6_Gedichte,_Op.8/3_Gondellied",Gondellied,5103034,"Kinkel,_Johanna",Johanna Kinkel,Female,"German composer and author, editor",8,45,"../Lieder/scores/Kinkel,_Johanna/6_Gedichte,_Op.8/3_Gondellied/lc6130821.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Kinkel,_Johanna/6_Gedichte,_Op.8/3_Gondellied/lc6130821.mid_voice.mid']","../../author-profiling/train data/voice scores/Kinkel,_Johanna/6_Gedichte,_Op.8/3_Gondellied/lc6130821.mid_voice_type0.mid"
"Schumann,_Robert/5_Lieder_und_Gesänge,_Op.127/4_Mein_altes_Ross",Mein altes Ross,5109333,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/5_Lieder_und_Gesänge,_Op.127/4_Mein_altes_Ross/lc6827712.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schumann,_Robert/5_Lieder_und_Gesänge,_Op.127/4_Mein_altes_Ross/lc6827712.mid_voice.mid']","../../author-profiling/train data/voice scores/Schumann,_Robert/5_Lieder_und_Gesänge,_Op.127/4_Mein_altes_Ross/lc6827712.mid_voice_type0.mid"
"Coleridge-Taylor,_Samuel/6_Sorrow_Songs,_Op.57/5_Unmindful_of_the_Roses",Unmindful of the Roses,5103497,"Coleridge-Taylor,_Samuel",Samuel Coleridge-Taylor,Male,English composer and conductor,2,8,"../Lieder/scores/Coleridge-Taylor,_Samuel/6_Sorrow_Songs,_Op.57/5_Unmindful_of_the_Roses/lc6189622.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Coleridge-Taylor,_Samuel/6_Sorrow_Songs,_Op.57/5_Unmindful_of_the_Roses/lc6189622.mid_voice.mid']","../../author-profiling/train data/voice scores/Coleridge-Taylor,_Samuel/6_Sorrow_Songs,_Op.57/5_Unmindful_of_the_Roses/lc6189622.mid_voice_type0.mid"
"Schumann,_Clara/6_Lieder,_Op.23/4_Auf_einem_grünen_Hügel",Auf einem grünen Hügel,5097034,"Schumann,_Clara",Clara Wieck,Female,German musician and composer,4,17,"../Lieder/scores/Schumann,_Clara/6_Lieder,_Op.23/4_Auf_einem_grünen_Hügel/lc5142672.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schumann,_Clara/6_Lieder,_Op.23/4_Auf_einem_grünen_Hügel/lc5142672.mid_voice.mid']","../../author-profiling/train data/voice scores/Schumann,_Clara/6_Lieder,_Op.23/4_Auf_einem_grünen_Hügel/lc5142672.mid_voice_type0.mid"
"Schröter,_Corona/25_Lieder/16_Amor_und_Bachus",Amor und Bachus,5102093,"Schröter,_Corona",Corona Schröter,Female,German musician and singer,1,25,"../Lieder/scores/Schröter,_Corona/25_Lieder/16_Amor_und_Bachus/lc6050218.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schröter,_Corona/25_Lieder/16_Amor_und_Bachus/lc6050218.mid_voice.mid']","../../author-profiling/train data/voice scores/Schröter,_Corona/25_Lieder/16_Amor_und_Bachus/lc6050218.mid_voice_type0.mid"
"Brahms,_Johannes/9_Lieder_und_Gesänge,_Op.63/5_Junge_Lieder_I",Junge Lieder I,5033077,"Brahms,_Johannes",Johannes Brahms,Male,German composer and pianist,18,110,"../Lieder/scores/Brahms,_Johannes/9_Lieder_und_Gesänge,_Op.63/5_Junge_Lieder_I/lc5934726.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Brahms,_Johannes/9_Lieder_und_Gesänge,_Op.63/5_Junge_Lieder_I/lc5934726.mid_voice.mid']","../../author-profiling/train data/voice scores/Brahms,_Johannes/9_Lieder_und_Gesänge,_Op.63/5_Junge_Lieder_I/lc5934726.mid_voice_type0.mid"
"Munktell,_Helena/10_Songs/07_La_dernière_berceuse",La dernière berceuse,5107547,"Munktell,_Helena",Helena Munktell,Female,Swedish composer,2,12,"../Lieder/scores/Munktell,_Helena/10_Songs/07_La_dernière_berceuse/lc6655859.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Munktell,_Helena/10_Songs/07_La_dernière_berceuse/lc6655859.mid_voice.mid']","../../author-profiling/train data/voice scores/Munktell,_Helena/10_Songs/07_La_dernière_berceuse/lc6655859.mid_voice_type0.mid"
"White,_Maude_Valérie/_/A_Finland_Love_Song",A Finland Love Song,5103540,"White,_Maude_Valérie",Maude Valerie White,Female,French-born English composer,2,6,"../Lieder/scores/White,_Maude_Valérie/_/A_Finland_Love_Song/lc6230361.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/White,_Maude_Valérie/_/A_Finland_Love_Song/lc6230361.mid_voice.mid']","../../author-profiling/train data/voice scores/White,_Maude_Valérie/_/A_Finland_Love_Song/lc6230361.mid_voice_type0.mid"
"Viardot,_Pauline/_/Bonjour_mon_cœur!,_VWV_1072","Bonjour mon cœur!, VWV 1072",5106660,"Viardot,_Pauline",Pauline Viardot,Female,French mezzo-soprano and composer,3,21,"../Lieder/scores/Viardot,_Pauline/_/Bonjour_mon_cœur!,_VWV_1072/lc6574373.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Viardot,_Pauline/_/Bonjour_mon_cœur!,_VWV_1072/lc6574373.mid_voice.mid']","../../author-profiling/train data/voice scores/Viardot,_Pauline/_/Bonjour_mon_cœur!,_VWV_1072/lc6574373.mid_voice_type0.mid"
"Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/02_Le_clairon_fleuri",Le clairon fleuri,5001731,"Holmès,_Augusta_Mary_Anne",Augusta Holmès,Female,French composer,9,73,"../Lieder/scores/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/02_Le_clairon_fleuri/lc5989917.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/02_Le_clairon_fleuri/lc5989917.mid_voice.mid']","../../author-profiling/train data/voice scores/Holmès,_Augusta_Mary_Anne/Mélodies_pour_piano_et_chant/02_Le_clairon_fleuri/lc5989917.mid_voice_type0.mid"
"Brahms,_Johannes/5_Lieder,_Op.49/4_Wiegenlied",Wiegenlied,5096872,"Brahms,_Johannes",Johannes Brahms,Male,German composer and pianist,18,110,"../Lieder/scores/Brahms,_Johannes/5_Lieder,_Op.49/4_Wiegenlied/lc5701612.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Brahms,_Johannes/5_Lieder,_Op.49/4_Wiegenlied/lc5701612.mid_voice.mid']","../../author-profiling/train data/voice scores/Brahms,_Johannes/5_Lieder,_Op.49/4_Wiegenlied/lc5701612.mid_voice_type0.mid"
"Kinkel,_Johanna/6_Lieder,_Op.15/5_Rette_Vater,_dein_geliebtes_Kind!","Rette Vater, dein geliebtes Kind!",5104084,"Kinkel,_Johanna",Johanna Kinkel,Female,"German composer and author, editor",8,45,"../Lieder/scores/Kinkel,_Johanna/6_Lieder,_Op.15/5_Rette_Vater,_dein_geliebtes_Kind!/lc6249298.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Kinkel,_Johanna/6_Lieder,_Op.15/5_Rette_Vater,_dein_geliebtes_Kind!/lc6249298.mid_voice.mid']","../../author-profiling/train data/voice scores/Kinkel,_Johanna/6_Lieder,_Op.15/5_Rette_Vater,_dein_geliebtes_Kind!/lc6249298.mid_voice_type0.mid"
"Mounsey_Bartholomew,_Ann/Songs_of_Remembrance/6_Song_of_the_Summer_Winds",Song of the Summer Winds,5107543,"Mounsey_Bartholomew,_Ann",Ann Mounsey,Female,"English composer, pianist, and organist",1,7,"../Lieder/scores/Mounsey_Bartholomew,_Ann/Songs_of_Remembrance/6_Song_of_the_Summer_Winds/lc6649053.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Mounsey_Bartholomew,_Ann/Songs_of_Remembrance/6_Song_of_the_Summer_Winds/lc6649053.mid_voice.mid']","../../author-profiling/train data/voice scores/Mounsey_Bartholomew,_Ann/Songs_of_Remembrance/6_Song_of_the_Summer_Winds/lc6649053.mid_voice_type0.mid"
"Brahms,_Johannes/5_Poems,_Op.19/3_In_der_Ferne",In der Ferne,5069034,"Brahms,_Johannes",Johannes Brahms,Male,German composer and pianist,18,110,"../Lieder/scores/Brahms,_Johannes/5_Poems,_Op.19/3_In_der_Ferne/lc5069033.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Brahms,_Johannes/5_Poems,_Op.19/3_In_der_Ferne/lc5069033.mid_voice.mid']","../../author-profiling/train data/voice scores/Brahms,_Johannes/5_Poems,_Op.19/3_In_der_Ferne/lc5069033.mid_voice_type0.mid"
"Wolf,_Hugo/Eichendorff-Lieder/14_Der_verzweifelte_Liebhaber",Der verzweifelte Liebhaber,5013942,"Wolf,_Hugo",Hugo Wolf,Male,Austrian composer,3,22,"../Lieder/scores/Wolf,_Hugo/Eichendorff-Lieder/14_Der_verzweifelte_Liebhaber/lc5052714.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Wolf,_Hugo/Eichendorff-Lieder/14_Der_verzweifelte_Liebhaber/lc5052714.mid_voice.mid']","../../author-profiling/train data/voice scores/Wolf,_Hugo/Eichendorff-Lieder/14_Der_verzweifelte_Liebhaber/lc5052714.mid_voice_type0.mid"
"Reichardt,_Louise/12_Gesänge/01_Erinnrung_zum_Bach",Erinnrung zum Bach,5001873,"Reichardt,_Louise",Louise Reichardt,Female,German composer,4,43,"../Lieder/scores/Reichardt,_Louise/12_Gesänge/01_Erinnrung_zum_Bach/lc5087917.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Reichardt,_Louise/12_Gesänge/01_Erinnrung_zum_Bach/lc5087917.mid_voice.mid']","../../author-profiling/train data/voice scores/Reichardt,_Louise/12_Gesänge/01_Erinnrung_zum_Bach/lc5087917.mid_voice_type0.mid"
"German,_Edward/3_Spring_Songs/1_All_the_World_Awakes_Today",All the World Awakes Today,5103585,"German,_Edward",Edward German,Male,English musician and composer,1,3,"../Lieder/scores/German,_Edward/3_Spring_Songs/1_All_the_World_Awakes_Today/lc6243836.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/German,_Edward/3_Spring_Songs/1_All_the_World_Awakes_Today/lc6243836.mid_voice.mid']","../../author-profiling/train data/voice scores/German,_Edward/3_Spring_Songs/1_All_the_World_Awakes_Today/lc6243836.mid_voice_type0.mid"
"Bonis,_Mel/_/Allons_prier!",Allons prier!,5107411,"Bonis,_Mel",Mélanie Bonis,Female,French composer,1,2,"../Lieder/scores/Bonis,_Mel/_/Allons_prier!/lc6635424.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Bonis,_Mel/_/Allons_prier!/lc6635424.mid_voice.mid']","../../author-profiling/train data/voice scores/Bonis,_Mel/_/Allons_prier!/lc6635424.mid_voice_type0.mid"
"Reichardt,_Louise/6_Lieder_von_Novalis,_Op.4/2_Frühlingslied",Frühlingslied,5002042,"Reichardt,_Louise",Louise Reichardt,Female,German composer,4,43,"../Lieder/scores/Reichardt,_Louise/6_Lieder_von_Novalis,_Op.4/2_Frühlingslied/lc5002052.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Reichardt,_Louise/6_Lieder_von_Novalis,_Op.4/2_Frühlingslied/lc5002052.mid_voice.mid']","../../author-profiling/train data/voice scores/Reichardt,_Louise/6_Lieder_von_Novalis,_Op.4/2_Frühlingslied/lc5002052.mid_voice_type0.mid"
"Zumsteeg,_Emilie/6_Lieder,_Op.4/2_Morgenfreude",Morgenfreude,5103263,"Zumsteeg,_Emilie",Emilie Zumsteeg,Female,"German composer, music teacher, choir conductor, singer and pianist",2,11,"../Lieder/scores/Zumsteeg,_Emilie/6_Lieder,_Op.4/2_Morgenfreude/lc6160298.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Zumsteeg,_Emilie/6_Lieder,_Op.4/2_Morgenfreude/lc6160298.mid_voice.mid']","../../author-profiling/train data/voice scores/Zumsteeg,_Emilie/6_Lieder,_Op.4/2_Morgenfreude/lc6160298.mid_voice_type0.mid"
"Lang,_Josephine/6_Lieder,_Op.13/3_Aus_der_Ferne",Aus der Ferne,5102397,"Lang,_Josephine",Josephine Lang,Female,German composer,12,52,"../Lieder/scores/Lang,_Josephine/6_Lieder,_Op.13/3_Aus_der_Ferne/lc6077132.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Lang,_Josephine/6_Lieder,_Op.13/3_Aus_der_Ferne/lc6077132.mid_voice.mid']","../../author-profiling/train data/voice scores/Lang,_Josephine/6_Lieder,_Op.13/3_Aus_der_Ferne/lc6077132.mid_voice_type0.mid"
"Viardot,_Pauline/6_Mélodies_et_une_havanaise/7c_Havanaise",Havanaise,5107407,"Viardot,_Pauline",Pauline Viardot,Female,French mezzo-soprano and composer,3,21,"../Lieder/scores/Viardot,_Pauline/6_Mélodies_et_une_havanaise/7c_Havanaise/lc6641589.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Viardot,_Pauline/6_Mélodies_et_une_havanaise/7c_Havanaise/lc6641589.mid_voice.mid']","../../author-profiling/train data/voice scores/Viardot,_Pauline/6_Mélodies_et_une_havanaise/7c_Havanaise/lc6641589.mid_voice_type0.mid"
"Schubert,_Franz/Winterreise,_D.911/14_Der_greise_Kopf",Der greise Kopf,5015409,"Schubert,_Franz",Franz Schubert,Male,Austrian composer,10,88,"../Lieder/scores/Schubert,_Franz/Winterreise,_D.911/14_Der_greise_Kopf/lc5007178.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schubert,_Franz/Winterreise,_D.911/14_Der_greise_Kopf/lc5007178.mid_voice.mid']","../../author-profiling/train data/voice scores/Schubert,_Franz/Winterreise,_D.911/14_Der_greise_Kopf/lc5007178.mid_voice_type0.mid"
"Grandval,_Clémence_de/6_Nouvelles_mélodies/6_Chrysa",Chrysa,5107148,"Grandval,_Clémence_de",Clémence de Grandval,Female,French composer,3,13,"../Lieder/scores/Grandval,_Clémence_de/6_Nouvelles_mélodies/6_Chrysa/lc6615501.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Grandval,_Clémence_de/6_Nouvelles_mélodies/6_Chrysa/lc6615501.mid_voice.mid']","../../author-profiling/train data/voice scores/Grandval,_Clémence_de/6_Nouvelles_mélodies/6_Chrysa/lc6615501.mid_voice_type0.mid"
"Le_Beau,_Luise_Adolpha/5_Lieder,_Op.7/2_Ein_Gebet",Ein Gebet,5106653,"Le_Beau,_Luise_Adolpha",Luise Adolpha Le Beau,Female,German composer,2,7,"../Lieder/scores/Le_Beau,_Luise_Adolpha/5_Lieder,_Op.7/2_Ein_Gebet/lc6575669.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Le_Beau,_Luise_Adolpha/5_Lieder,_Op.7/2_Ein_Gebet/lc6575669.mid_voice.mid']","../../author-profiling/train data/voice scores/Le_Beau,_Luise_Adolpha/5_Lieder,_Op.7/2_Ein_Gebet/lc6575669.mid_voice_type0.mid"
"Schubert,_Franz/Winterreise,_D.911/10_Rast_(Spätere_Fassung)",Rast (Spätere Fassung),5015409,"Schubert,_Franz",Franz Schubert,Male,Austrian composer,10,88,"../Lieder/scores/Schubert,_Franz/Winterreise,_D.911/10_Rast_(Spätere_Fassung)/lc5023517.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schubert,_Franz/Winterreise,_D.911/10_Rast_(Spätere_Fassung)/lc5023517.mid_voice.mid']","../../author-profiling/train data/voice scores/Schubert,_Franz/Winterreise,_D.911/10_Rast_(Spätere_Fassung)/lc5023517.mid_voice_type0.mid"
"Brahms,_Johannes/7_Lieder,_Op.48/4_Gold_überwiegt_die_Liebe",Gold überwiegt die Liebe,5013857,"Brahms,_Johannes",Johannes Brahms,Male,German composer and pianist,18,110,"../Lieder/scores/Brahms,_Johannes/7_Lieder,_Op.48/4_Gold_überwiegt_die_Liebe/lc5705564.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Brahms,_Johannes/7_Lieder,_Op.48/4_Gold_überwiegt_die_Liebe/lc5705564.mid_voice.mid']","../../author-profiling/train data/voice scores/Brahms,_Johannes/7_Lieder,_Op.48/4_Gold_überwiegt_die_Liebe/lc5705564.mid_voice_type0.mid"
"Butterworth,_George/Bredon_Hill_and_Other_Songs/3_When_the_Lad_for_Longing_Sighs",When the Lad for Longing Sighs,5103551,"Butterworth,_George",George Butterworth,Male,English composer,3,12,"../Lieder/scores/Butterworth,_George/Bredon_Hill_and_Other_Songs/3_When_the_Lad_for_Longing_Sighs/lc6378373.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Butterworth,_George/Bredon_Hill_and_Other_Songs/3_When_the_Lad_for_Longing_Sighs/lc6378373.mid_voice.mid']","../../author-profiling/train data/voice scores/Butterworth,_George/Bredon_Hill_and_Other_Songs/3_When_the_Lad_for_Longing_Sighs/lc6378373.mid_voice_type0.mid"
"Butterworth,_George/Bredon_Hill_and_Other_Songs/4_On_the_Idle_Hill_of_Summer",On the Idle Hill of Summer,5103551,"Butterworth,_George",George Butterworth,Male,English composer,3,12,"../Lieder/scores/Butterworth,_George/Bredon_Hill_and_Other_Songs/4_On_the_Idle_Hill_of_Summer/lc6379527.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Butterworth,_George/Bredon_Hill_and_Other_Songs/4_On_the_Idle_Hill_of_Summer/lc6379527.mid_voice.mid']","../../author-profiling/train data/voice scores/Butterworth,_George/Bredon_Hill_and_Other_Songs/4_On_the_Idle_Hill_of_Summer/lc6379527.mid_voice_type0.mid"
"Kinkel,_Johanna/6_Lieder,_Op.16/2_Nächtliche_Fahrt",Nächtliche Fahrt,5106651,"Kinkel,_Johanna",Johanna Kinkel,Female,"German composer and author, editor",8,45,"../Lieder/scores/Kinkel,_Johanna/6_Lieder,_Op.16/2_Nächtliche_Fahrt/lc6571960.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Kinkel,_Johanna/6_Lieder,_Op.16/2_Nächtliche_Fahrt/lc6571960.mid_voice.mid']","../../author-profiling/train data/voice scores/Kinkel,_Johanna/6_Lieder,_Op.16/2_Nächtliche_Fahrt/lc6571960.mid_voice_type0.mid"
"Hensel,_Fanny_(Mendelssohn)/5_Lieder,_Op.10/1_Nach_Süden",Nach Süden,5016673,"Hensel,_Fanny_(Mendelssohn)",Fanny Mendelssohn,Female,German pianist and composer,7,35,"../Lieder/scores/Hensel,_Fanny_(Mendelssohn)/5_Lieder,_Op.10/1_Nach_Süden/lc5000467.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Hensel,_Fanny_(Mendelssohn)/5_Lieder,_Op.10/1_Nach_Süden/lc5000467.mid_voice.mid']","../../author-profiling/train data/voice scores/Hensel,_Fanny_(Mendelssohn)/5_Lieder,_Op.10/1_Nach_Süden/lc5000467.mid_voice_type0.mid"
"Lang,_Josephine/6_Lieder,_Op.25/1_Frühlings-Glaube",Frühlings-Glaube,5032870,"Lang,_Josephine",Josephine Lang,Female,German composer,12,52,"../Lieder/scores/Lang,_Josephine/6_Lieder,_Op.25/1_Frühlings-Glaube/lc5105407.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Lang,_Josephine/6_Lieder,_Op.25/1_Frühlings-Glaube/lc5105407.mid_voice.mid']","../../author-profiling/train data/voice scores/Lang,_Josephine/6_Lieder,_Op.25/1_Frühlings-Glaube/lc5105407.mid_voice_type0.mid"
"Hardelot,_Guy_d’/_/I_know_a_lovely_garden",I know a lovely garden,5107151,"Hardelot,_Guy_d’",Guy d'Hardelot,Female,French-English composer,1,9,"../Lieder/scores/Hardelot,_Guy_d’/_/I_know_a_lovely_garden/lc6629724.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Hardelot,_Guy_d’/_/I_know_a_lovely_garden/lc6629724.mid_voice.mid']","../../author-profiling/train data/voice scores/Hardelot,_Guy_d’/_/I_know_a_lovely_garden/lc6629724.mid_voice_type0.mid"
"Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/1_Nachtlied",Nachtlied,5109332,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/1_Nachtlied/lc6984262.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/1_Nachtlied/lc6984262.mid_voice.mid']","../../author-profiling/train data/voice scores/Schumann,_Robert/Lieder_und_Gesänge,_Vol.IV,_Op.96/1_Nachtlied/lc6984262.mid_voice_type0.mid"
"Lehmann,_Liza/Songs_of_Love_and_Spring/06a_Golden_Bridges",Golden Bridges,5106656,"Lehmann,_Liza",Liza Lehmann,Female,English operatic soprano and composer,5,29,"../Lieder/scores/Lehmann,_Liza/Songs_of_Love_and_Spring/06a_Golden_Bridges/lc6760929.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Lehmann,_Liza/Songs_of_Love_and_Spring/06a_Golden_Bridges/lc6760929.mid_voice.mid']","../../author-profiling/train data/voice scores/Lehmann,_Liza/Songs_of_Love_and_Spring/06a_Golden_Bridges/lc6760929.mid_voice_type0.mid"
"Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/1_The_Apology",The Apology,5103573,"Davies,_Walford",Walford Davies,Male,British composer,1,8,"../Lieder/scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/1_The_Apology/lc6215563.mid","['voice', 'other', 'voice', 'voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/1_The_Apology/lc6215563.mid_voice.mid']","../../author-profiling/train data/voice scores/Davies,_Walford/8_New_Nursery_Rhymes,_Op.23/1_The_Apology/lc6215563.mid_voice_type0.mid"
"Schumann,_Robert/Liederkreis,_Op.39/07_Auf_einer_Burg",Auf einer Burg,5003125,"Schumann,_Robert",Robert Schumann,Male,German composer,6,72,"../Lieder/scores/Schumann,_Robert/Liederkreis,_Op.39/07_Auf_einer_Burg/lc4987658.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Schumann,_Robert/Liederkreis,_Op.39/07_Auf_einer_Burg/lc4987658.mid_voice.mid']","../../author-profiling/train data/voice scores/Schumann,_Robert/Liederkreis,_Op.39/07_Auf_einer_Burg/lc4987658.mid_voice_type0.mid"
"Greger,_Luise/Plattdeutsche_Lieder,_Opp.32-34/2_Min_Schatz_is_en_Jäger,_Op.33","Min Schatz is en Jäger, Op.33",5104240,"Greger,_Luise",Luise Greger,Female,German composer and pianist,4,9,"../Lieder/scores/Greger,_Luise/Plattdeutsche_Lieder,_Opp.32-34/2_Min_Schatz_is_en_Jäger,_Op.33/lc6267935.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Greger,_Luise/Plattdeutsche_Lieder,_Opp.32-34/2_Min_Schatz_is_en_Jäger,_Op.33/lc6267935.mid_voice.mid']","../../author-profiling/train data/voice scores/Greger,_Luise/Plattdeutsche_Lieder,_Opp.32-34/2_Min_Schatz_is_en_Jäger,_Op.33/lc6267935.mid_voice_type0.mid"
"Dickson,_Ellen/_/The_Land_of_Long_Ago",The Land of Long Ago,5107056,"Dickson,_Ellen",Ellen Dickson,Female,English ballad composer,1,4,"../Lieder/scores/Dickson,_Ellen/_/The_Land_of_Long_Ago/lc6600932.mid","['voice', 'piano', 'piano']",True,"['../../author-profiling/train data/voice scores/Dickson,_Ellen/_/The_Land_of_Long_Ago/lc6600932.mid_voice.mid']","../../author-profiling/train data/voice scores/Dickson,_Ellen/_/The_Land_of_Long_Ago/lc6600932.mid_voice_type0.mid"
