,path,name,set_id,composer_path,composer_name,composer_gender,desc,sets,scores,scores_paths,track_names,contains_piano_track?,type0_path
276,"Debussy,_Claude/Ariettes_oubliées/3_L’ombre_des_arbres",L’ombre des arbres,5060912,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Ariettes_oubliées/3_L’ombre_des_arbres/lc5060924.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Debussy,_Claude/Ariettes_oubliées/3_L’ombre_des_arbres/lc5060924.mid_type0.mid"
277,"Debussy,_Claude/Ariettes_oubliées/4_Paysages_belges._Chevaux_de_bois",Paysages belges. Chevaux de bois,5060912,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Ariettes_oubliées/4_Paysages_belges._Chevaux_de_bois/lc5060932.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Debussy,_Claude/Ariettes_oubliées/4_Paysages_belges._Chevaux_de_bois/lc5060932.mid_type0.mid"
278,"Debussy,_Claude/Ariettes_oubliées/5_Aquarelles_I._Green",Aquarelles I. Green,5060912,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Ariettes_oubliées/5_Aquarelles_I._Green/lc5060938.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Debussy,_Claude/Ariettes_oubliées/5_Aquarelles_I._Green/lc5060938.mid_type0.mid"
279,"Debussy,_Claude/Ariettes_oubliées/6_Aquarelles_II._Spleen",Aquarelles II. Spleen,5060912,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Ariettes_oubliées/6_Aquarelles_II._Spleen/lc5060943.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Debussy,_Claude/Ariettes_oubliées/6_Aquarelles_II._Spleen/lc5060943.mid_type0.mid"
280,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/1_Le_Balcon",Le Balcon,5060952,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/1_Le_Balcon/lc5060949.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/1_Le_Balcon/lc5060949.mid_type0.mid"
281,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/2_Harmonie_du_Soir",Harmonie du Soir,5060952,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/2_Harmonie_du_Soir/lc5060961.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/2_Harmonie_du_Soir/lc5060961.mid_type0.mid"
282,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/3_Le_Jet_d’Eau",Le Jet d’Eau,5060952,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/3_Le_Jet_d’Eau/lc5060972.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/3_Le_Jet_d’Eau/lc5060972.mid_type0.mid"
283,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/4_Recueillement",Recueillement,5060952,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/4_Recueillement/lc5060975.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/4_Recueillement/lc5060975.mid_type0.mid"
284,"Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/5_La_Mort_des_Amants",La Mort des Amants,5060952,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/5_La_Mort_des_Amants/lc5060980.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Debussy,_Claude/Cinq_Poëmes_de_Baudelaire/5_La_Mort_des_Amants/lc5060980.mid_type0.mid"
285,"Debussy,_Claude/Trois_Chansons_de_Bilitis/1_La_flûte_de_Pan",La flûte de Pan,5079444,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Trois_Chansons_de_Bilitis/1_La_flûte_de_Pan/lc5079442.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Debussy,_Claude/Trois_Chansons_de_Bilitis/1_La_flûte_de_Pan/lc5079442.mid_type0.mid"
286,"Debussy,_Claude/Trois_Chansons_de_Bilitis/2_La_Chevelure",La Chevelure,5079444,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Trois_Chansons_de_Bilitis/2_La_Chevelure/lc5079450.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Debussy,_Claude/Trois_Chansons_de_Bilitis/2_La_Chevelure/lc5079450.mid_type0.mid"
287,"Debussy,_Claude/Trois_Chansons_de_Bilitis/3_Le_Tombeau_des_Naïades",Le Tombeau des Naïades,5079444,"Debussy,_Claude",Claude Debussy,Male,French composer,4,16,"../Lieder/scores/Debussy,_Claude/Trois_Chansons_de_Bilitis/3_Le_Tombeau_des_Naïades/lc5079459.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Debussy,_Claude/Trois_Chansons_de_Bilitis/3_Le_Tombeau_des_Naïades/lc5079459.mid_type0.mid"
298,"Duchambge,_Pauline/_/Guitare",Guitare,5106919,"Duchambge,_Pauline",Pauline Duchambge,Female,French composer,1,4,"../Lieder/scores/Duchambge,_Pauline/_/Guitare/lc6592539.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Duchambge,_Pauline/_/Guitare/lc6592539.mid_type0.mid"
299,"Duchambge,_Pauline/_/Le_matelot",Le matelot,5106919,"Duchambge,_Pauline",Pauline Duchambge,Female,French composer,1,4,"../Lieder/scores/Duchambge,_Pauline/_/Le_matelot/lc6592662.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Duchambge,_Pauline/_/Le_matelot/lc6592662.mid_type0.mid"
300,"Duchambge,_Pauline/_/Prière_des_laboureurs",Prière des laboureurs,5106919,"Duchambge,_Pauline",Pauline Duchambge,Female,French composer,1,4,"../Lieder/scores/Duchambge,_Pauline/_/Prière_des_laboureurs/lc6593095.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Duchambge,_Pauline/_/Prière_des_laboureurs/lc6593095.mid_type0.mid"
301,"Duchambge,_Pauline/_/Ronde_des_pauvres",Ronde des pauvres,5106919,"Duchambge,_Pauline",Pauline Duchambge,Female,French composer,1,4,"../Lieder/scores/Duchambge,_Pauline/_/Ronde_des_pauvres/lc6594151.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Duchambge,_Pauline/_/Ronde_des_pauvres/lc6594151.mid_type0.mid"
302,"Elgar,_Edward/_/Is_She_Not_Passing_Fair",Is She Not Passing Fair?,5103579,"Elgar,_Edward",Edward Elgar,Male,English composer,3,10,"../Lieder/scores/Elgar,_Edward/_/Is_She_Not_Passing_Fair/lc6546527.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Elgar,_Edward/_/Is_She_Not_Passing_Fair/lc6546527.mid_type0.mid"
303,"Elgar,_Edward/2_Songs,_Op.60/1_The_Torch",The Torch,5103578,"Elgar,_Edward",Edward Elgar,Male,English composer,3,10,"../Lieder/scores/Elgar,_Edward/2_Songs,_Op.60/1_The_Torch/lc6233544.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Elgar,_Edward/2_Songs,_Op.60/1_The_Torch/lc6233544.mid_type0.mid"
304,"Elgar,_Edward/2_Songs,_Op.60/2_The_River",The River,5103578,"Elgar,_Edward",Edward Elgar,Male,English composer,3,10,"../Lieder/scores/Elgar,_Edward/2_Songs,_Op.60/2_The_River/lc6233545.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Elgar,_Edward/2_Songs,_Op.60/2_The_River/lc6233545.mid_type0.mid"
305,"Elgar,_Edward/7_Lieder/1_Like_to_the_Damask_Rose",Like to the Damask Rose,5103577,"Elgar,_Edward",Edward Elgar,Male,English composer,3,10,"../Lieder/scores/Elgar,_Edward/7_Lieder/1_Like_to_the_Damask_Rose/lc6236149.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Elgar,_Edward/7_Lieder/1_Like_to_the_Damask_Rose/lc6236149.mid_type0.mid"
306,"Elgar,_Edward/7_Lieder/2_Queen_Mary’s_Song",Queen Mary’s Song,5103577,"Elgar,_Edward",Edward Elgar,Male,English composer,3,10,"../Lieder/scores/Elgar,_Edward/7_Lieder/2_Queen_Mary’s_Song/lc6236150.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Elgar,_Edward/7_Lieder/2_Queen_Mary’s_Song/lc6236150.mid_type0.mid"
307,"Elgar,_Edward/7_Lieder/3_A_Song_of_Autumn",A Song of Autumn,5103577,"Elgar,_Edward",Edward Elgar,Male,English composer,3,10,"../Lieder/scores/Elgar,_Edward/7_Lieder/3_A_Song_of_Autumn/lc6236151.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Elgar,_Edward/7_Lieder/3_A_Song_of_Autumn/lc6236151.mid_type0.mid"
308,"Elgar,_Edward/7_Lieder/4_The_Poet’s_Life",The Poet’s Life,5103577,"Elgar,_Edward",Edward Elgar,Male,English composer,3,10,"../Lieder/scores/Elgar,_Edward/7_Lieder/4_The_Poet’s_Life/lc6236152.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Elgar,_Edward/7_Lieder/4_The_Poet’s_Life/lc6236152.mid_type0.mid"
309,"Elgar,_Edward/7_Lieder/5_Through_the_Long_Days",Through the Long Days,5103577,"Elgar,_Edward",Edward Elgar,Male,English composer,3,10,"../Lieder/scores/Elgar,_Edward/7_Lieder/5_Through_the_Long_Days/lc6236153.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Elgar,_Edward/7_Lieder/5_Through_the_Long_Days/lc6236153.mid_type0.mid"
310,"Elgar,_Edward/7_Lieder/6_Rondel",Rondel,5103577,"Elgar,_Edward",Edward Elgar,Male,English composer,3,10,"../Lieder/scores/Elgar,_Edward/7_Lieder/6_Rondel/lc6236154.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Elgar,_Edward/7_Lieder/6_Rondel/lc6236154.mid_type0.mid"
311,"Elgar,_Edward/7_Lieder/7_The_Shepherd’s_Song",The Shepherd’s Song,5103577,"Elgar,_Edward",Edward Elgar,Male,English composer,3,10,"../Lieder/scores/Elgar,_Edward/7_Lieder/7_The_Shepherd’s_Song/lc6236155.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Elgar,_Edward/7_Lieder/7_The_Shepherd’s_Song/lc6236155.mid_type0.mid"
312,"Faisst,_Clara_Mathilda/2_Kriegslieder/1_Unsern_Getreuen",Unsern Getreuen,5106729,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/2_Kriegslieder/1_Unsern_Getreuen/lc6569865.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/2_Kriegslieder/1_Unsern_Getreuen/lc6569865.mid_type0.mid"
313,"Faisst,_Clara_Mathilda/2_Kriegslieder/2_Reiterlied",Reiterlied,5106729,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/2_Kriegslieder/2_Reiterlied/lc6569855.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/2_Kriegslieder/2_Reiterlied/lc6569855.mid_type0.mid"
314,"Faisst,_Clara_Mathilda/2_Lieder,_Op.19/1_Stimme_eines_seligen_Geistes",Stimme eines seligen Geistes,5106755,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/2_Lieder,_Op.19/1_Stimme_eines_seligen_Geistes/lc6575317.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/2_Lieder,_Op.19/1_Stimme_eines_seligen_Geistes/lc6575317.mid_type0.mid"
315,"Faisst,_Clara_Mathilda/2_Lieder,_Op.19/2_Das_Brünnlein",Das Brünnlein,5106755,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/2_Lieder,_Op.19/2_Das_Brünnlein/lc6575466.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/2_Lieder,_Op.19/2_Das_Brünnlein/lc6575466.mid_type0.mid"
316,"Faisst,_Clara_Mathilda/2_Lieder,_Op.8/1_Die_Insel_der_Vergessenheit",Die Insel der Vergessenheit,5103310,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/2_Lieder,_Op.8/1_Die_Insel_der_Vergessenheit/lc6164267.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/2_Lieder,_Op.8/1_Die_Insel_der_Vergessenheit/lc6164267.mid_type0.mid"
317,"Faisst,_Clara_Mathilda/2_Lieder,_Op.8/2_Das_mitleidige_Mädel",Das mitleidige Mädel,5103310,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/2_Lieder,_Op.8/2_Das_mitleidige_Mädel/lc6164292.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/2_Lieder,_Op.8/2_Das_mitleidige_Mädel/lc6164292.mid_type0.mid"
318,"Faisst,_Clara_Mathilda/4_Lieder,_Op._11/1_Wanderlied",Wanderlied,5104223,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/4_Lieder,_Op._11/1_Wanderlied/lc6258870.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/4_Lieder,_Op._11/1_Wanderlied/lc6258870.mid_type0.mid"
319,"Faisst,_Clara_Mathilda/4_Lieder,_Op._11/2_Riport_a_me_(Piemontesisches_Lied)",Riport a me (Piemontesisches Lied),5104223,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/4_Lieder,_Op._11/2_Riport_a_me_(Piemontesisches_Lied)/lc6258930.mid","['other', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/4_Lieder,_Op._11/2_Riport_a_me_(Piemontesisches_Lied)/lc6258930.mid_type0.mid"
320,"Faisst,_Clara_Mathilda/4_Lieder,_Op._11/3_Die_innere_Stadt",Die innere Stadt,5104223,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/4_Lieder,_Op._11/3_Die_innere_Stadt/lc6259106.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/4_Lieder,_Op._11/3_Die_innere_Stadt/lc6259106.mid_type0.mid"
321,"Faisst,_Clara_Mathilda/4_Lieder,_Op._11/4_Dulde,_gedulde_dich_fein","Dulde, gedulde dich fein",5104223,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/4_Lieder,_Op._11/4_Dulde,_gedulde_dich_fein/lc6259403.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/4_Lieder,_Op._11/4_Dulde,_gedulde_dich_fein/lc6259403.mid_type0.mid"
322,"Faisst,_Clara_Mathilda/4_Lieder,_Op.1/2_Niederländisches_Wiegenlied",Niederländisches Wiegenlied,5104227,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/4_Lieder,_Op.1/2_Niederländisches_Wiegenlied/lc6260377.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/4_Lieder,_Op.1/2_Niederländisches_Wiegenlied/lc6260377.mid_type0.mid"
323,"Faisst,_Clara_Mathilda/4_Lieder,_Op.1/3_Viel_tausend_Blümlein_auf_der_Au’",Viel tausend Blümlein auf der Au’,5104227,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/4_Lieder,_Op.1/3_Viel_tausend_Blümlein_auf_der_Au’/lc6260378.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/4_Lieder,_Op.1/3_Viel_tausend_Blümlein_auf_der_Au’/lc6260378.mid_type0.mid"
324,"Faisst,_Clara_Mathilda/4_Lieder,_Op.1/4_Ingeborgs-Lied_aus_dem_fliegenden_Holländer",Ingeborgs-Lied aus dem fliegenden Holländer,5104227,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/4_Lieder,_Op.1/4_Ingeborgs-Lied_aus_dem_fliegenden_Holländer/lc6260379.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/4_Lieder,_Op.1/4_Ingeborgs-Lied_aus_dem_fliegenden_Holländer/lc6260379.mid_type0.mid"
325,"Faisst,_Clara_Mathilda/4_Lieder,_Op.18/1_Du_liebe_Erde",Du liebe Erde,5106730,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/4_Lieder,_Op.18/1_Du_liebe_Erde/lc6570092.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/4_Lieder,_Op.18/1_Du_liebe_Erde/lc6570092.mid_type0.mid"
326,"Faisst,_Clara_Mathilda/4_Lieder,_Op.18/2_Lied_der_Nacht",Lied der Nacht,5106730,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/4_Lieder,_Op.18/2_Lied_der_Nacht/lc6570192.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/4_Lieder,_Op.18/2_Lied_der_Nacht/lc6570192.mid_type0.mid"
327,"Faisst,_Clara_Mathilda/4_Lieder,_Op.18/3_Sehnsucht",Sehnsucht,5106730,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/4_Lieder,_Op.18/3_Sehnsucht/lc6570255.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/4_Lieder,_Op.18/3_Sehnsucht/lc6570255.mid_type0.mid"
328,"Faisst,_Clara_Mathilda/4_Lieder,_Op.18/4_Neue_Liebe",Neue Liebe,5106730,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/4_Lieder,_Op.18/4_Neue_Liebe/lc6570310.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/4_Lieder,_Op.18/4_Neue_Liebe/lc6570310.mid_type0.mid"
329,"Faisst,_Clara_Mathilda/5_Lieder,_Op.3/3_Letzter_Wunsch",Letzter Wunsch,5104225,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/5_Lieder,_Op.3/3_Letzter_Wunsch/lc6260167.mid","['other', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/5_Lieder,_Op.3/3_Letzter_Wunsch/lc6260167.mid_type0.mid"
330,"Faisst,_Clara_Mathilda/5_Lieder,_Op.3/5_In_der_Mondnacht",In der Mondnacht,5104225,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/5_Lieder,_Op.3/5_In_der_Mondnacht/lc6260168.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/5_Lieder,_Op.3/5_In_der_Mondnacht/lc6260168.mid_type0.mid"
331,"Faisst,_Clara_Mathilda/5_Lieder,_Op.4/1_Liebeslied",Liebeslied,5103264,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/5_Lieder,_Op.4/1_Liebeslied/lc6179246.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/5_Lieder,_Op.4/1_Liebeslied/lc6179246.mid_type0.mid"
332,"Faisst,_Clara_Mathilda/5_Lieder,_Op.4/2_Auf_den_grünen_Auen",Auf den grünen Auen,5103264,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/5_Lieder,_Op.4/2_Auf_den_grünen_Auen/lc6179275.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/5_Lieder,_Op.4/2_Auf_den_grünen_Auen/lc6179275.mid_type0.mid"
333,"Faisst,_Clara_Mathilda/5_Lieder,_Op.4/3_Ich_ging_im_Walde_den_alten_Steig",Ich ging im Walde den alten Steig,5103264,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/5_Lieder,_Op.4/3_Ich_ging_im_Walde_den_alten_Steig/lc6179292.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/5_Lieder,_Op.4/3_Ich_ging_im_Walde_den_alten_Steig/lc6179292.mid_type0.mid"
334,"Faisst,_Clara_Mathilda/5_Lieder,_Op.4/4_Lied",Lied,5103264,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/5_Lieder,_Op.4/4_Lied/lc6179305.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/5_Lieder,_Op.4/4_Lied/lc6179305.mid_type0.mid"
335,"Faisst,_Clara_Mathilda/5_Lieder,_Op.4/5_Lied_aus_Bosnien",Lied aus Bosnien,5103264,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/5_Lieder,_Op.4/5_Lied_aus_Bosnien/lc6179338.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/5_Lieder,_Op.4/5_Lied_aus_Bosnien/lc6179338.mid_type0.mid"
336,"Faisst,_Clara_Mathilda/5_Lieder,_Op.6/1_Ich_glaub’,_lieber_Schatz","Ich glaub’, lieber Schatz..",5104226,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/5_Lieder,_Op.6/1_Ich_glaub’,_lieber_Schatz/lc6259566.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/5_Lieder,_Op.6/1_Ich_glaub’,_lieber_Schatz/lc6259566.mid_type0.mid"
337,"Faisst,_Clara_Mathilda/5_Lieder,_Op.6/2_Hast_nicht_ein_einzig_Mal_zurückgeschaut",Hast nicht ein einzig Mal zurückgeschaut,5104226,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/5_Lieder,_Op.6/2_Hast_nicht_ein_einzig_Mal_zurückgeschaut/lc6259568.mid","['other', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/5_Lieder,_Op.6/2_Hast_nicht_ein_einzig_Mal_zurückgeschaut/lc6259568.mid_type0.mid"
338,"Faisst,_Clara_Mathilda/5_Lieder,_Op.6/4_Jugend",Jugend,5104226,"Faisst,_Clara_Mathilda",Clara Mathilda Faisst,Female,"German composer, pianist and teacher",9,27,"../Lieder/scores/Faisst,_Clara_Mathilda/5_Lieder,_Op.6/4_Jugend/lc6259569.mid","['other', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faisst,_Clara_Mathilda/5_Lieder,_Op.6/4_Jugend/lc6259569.mid_type0.mid"
339,"Faltis,_Evelyn/Lieder_fernen_Gedenkens,_Op._posth/1_Unklarheit",Unklarheit,5106920,"Faltis,_Evelyn",Evelyn Faltis,Female,Bohemian composer,1,4,"../Lieder/scores/Faltis,_Evelyn/Lieder_fernen_Gedenkens,_Op._posth/1_Unklarheit/lc6595529.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faltis,_Evelyn/Lieder_fernen_Gedenkens,_Op._posth/1_Unklarheit/lc6595529.mid_type0.mid"
340,"Faltis,_Evelyn/Lieder_fernen_Gedenkens,_Op._posth/2_Zeig_mir_dein_wahres_Bild",Zeig mir dein wahres Bild,5106920,"Faltis,_Evelyn",Evelyn Faltis,Female,Bohemian composer,1,4,"../Lieder/scores/Faltis,_Evelyn/Lieder_fernen_Gedenkens,_Op._posth/2_Zeig_mir_dein_wahres_Bild/lc6598190.mid","['voice', 'piano', 'piano']",True,"../author-profiling-in-symbolic-music/type 0 midis/Faltis,_Evelyn/Lieder_fernen_Gedenkens,_Op._posth/2_Zeig_mir_dein_wahres_Bild/lc6598190.mid_type0.mid"
